,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.42,1.11,1.15,1.44,1.21,1.29,2.57,2.15,4.4,2.39,2.84,3.13,3.75,3.0,2.13,3.31
f_1,1.82,2.42,1.13,1.25,1.15,0.94,1.86,2.25,2.39,2.47,2.76,1.89,2.9,2.73,2.42,3.36
d_1,1.23,1.43,2.55,0.96,1.13,1.25,2.71,2.28,1.92,4.06,2.97,2.64,3.44,2.77,2.67,3.05
c_1,1.08,1.13,1.32,2.61,2.0,1.16,2.01,2.16,2.23,1.63,1.98,2.41,3.19,2.42,2.77,3.4
b_1,1.17,1.24,1.23,1.1,2.71,2.03,2.48,2.55,2.51,2.83,1.45,2.56,3.43,2.45,2.9,3.01
a_1,1.11,1.38,1.31,1.27,1.01,3.26,2.71,2.51,2.66,2.98,3.09,3.53,3.2,2.19,3.0,3.33
h_1,1.22,1.83,1.35,1.49,1.21,1.23,4.09,3.35,2.5,2.82,2.9,2.74,2.85,2.54,3.01,4.69
g_1,1.26,1.19,1.91,1.38,1.25,1.43,2.06,4.45,2.32,3.03,3.26,4.02,3.04,2.72,2.81,2.78
d_0,1.06,1.41,1.13,2.26,1.42,1.28,2.59,2.33,4.04,2.46,2.97,3.15,3.74,2.91,3.48,3.79
c_0,1.54,1.46,1.26,1.36,0.95,1.23,3.11,2.72,3.28,4.16,5.4,3.71,3.61,3.44,3.3,3.88
b_0,1.33,1.53,1.33,1.68,1.12,0.99,2.6,2.57,3.06,2.41,4.51,3.05,4.38,5.72,3.22,4.07
f_0,1.2,0.94,1.47,1.64,1.4,1.25,2.92,2.48,2.77,2.77,3.38,4.62,3.8,2.78,5.51,3.65
h_0,1.28,1.83,1.41,1.31,1.23,1.47,2.09,3.26,2.73,2.84,2.56,3.06,3.11,2.83,2.79,4.39
a_0,1.3,1.47,1.5,1.76,1.24,0.81,3.04,2.65,2.9,3.11,2.31,2.39,3.9,5.19,2.86,3.66
e_0,0.93,1.35,1.69,1.45,1.55,1.19,3.39,3.56,2.66,3.02,2.94,2.64,3.97,3.42,5.28,4.15
g_0,1.28,1.35,2.12,1.1,1.41,1.24,2.35,2.32,2.39,2.95,2.8,3.81,3.42,2.96,2.99,3.08
