,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,0.67,6.09,5.79,5.41,5.39,5.06,2.46,1.47,2.6,,2.11,1.86,2.27,1.46,2.23,1.63
f_1,5.79,0.67,6.37,7.03,6.64,4.95,2.06,2.51,1.75,1.9,2.04,,1.75,1.45,1.5,1.99
e_1,6.54,3.6,0.66,6.34,5.09,5.72,4.25,2.37,2.31,2.47,3.68,2.0,1.87,1.41,,1.48
c_1,7.04,5.61,5.44,0.65,6.0,4.82,3.02,2.6,,1.25,2.52,2.61,2.15,2.01,2.27,1.36
b_1,7.31,5.43,6.77,3.99,0.63,6.88,2.98,2.51,2.41,2.74,,2.14,1.82,1.73,2.63,1.9
a_1,6.99,6.34,10.15,10.5,5.07,0.57,2.97,3.42,3.77,2.5,2.93,2.63,,1.92,,2.2
h_1,4.98,5.37,3.76,4.32,5.94,5.09,0.62,3.31,1.71,1.85,1.5,1.82,1.62,,1.51,1.47
g_1,7.41,5.87,6.56,7.09,4.48,4.89,1.69,0.58,1.74,1.89,2.71,2.38,1.91,0.93,1.8,
c_0,2.8,5.97,4.7,,5.0,3.38,1.94,2.62,0.7,2.26,1.85,1.69,2.2,1.71,1.48,1.26
d_0,,5.93,2.97,6.08,4.37,5.47,2.33,2.99,1.54,0.69,1.29,1.78,1.58,1.55,1.69,1.67
b_0,5.16,5.7,4.47,4.95,,5.8,2.21,1.8,1.36,2.2,0.67,1.76,2.29,1.7,1.74,1.43
f_0,5.48,,5.6,4.37,4.88,5.16,2.36,1.52,1.75,1.97,1.7,0.68,2.04,1.9,2.02,1.18
a_0,6.03,7.56,5.77,5.23,7.07,,2.17,2.49,2.31,2.56,1.48,2.08,0.63,1.69,2.12,1.42
h_0,5.06,3.92,6.53,4.16,4.74,3.91,,2.93,1.8,1.53,1.4,1.61,1.37,,1.39,1.25
e_0,5.02,8.47,,4.76,5.85,,2.35,2.3,2.24,2.05,2.58,1.47,1.88,2.39,0.63,1.62
g_0,4.52,5.68,6.37,5.15,4.89,4.99,1.93,,1.96,1.55,1.71,1.64,2.01,1.07,1.77,
