,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.41,0.89,0.84,0.93,0.84,0.82,0.34,0.36,0.56,0.39,0.36,0.49,0.24,0.35,0.4,0.42
e_1,0.58,0.4,0.89,1.07,0.96,0.89,0.49,0.42,0.5,0.46,0.42,0.54,0.37,0.4,0.71,0.36
d_1,0.98,0.96,0.4,0.86,0.77,0.85,0.47,0.43,0.31,0.65,0.44,0.39,0.32,0.39,0.43,0.25
c_1,0.91,0.67,1.16,0.38,1.33,0.73,0.45,0.52,0.47,0.22,0.34,0.34,0.32,0.34,0.32,0.32
b_1,0.93,0.97,0.92,0.47,0.37,1.22,0.61,0.46,0.48,0.47,0.64,0.38,0.39,0.39,0.38,0.37
a_1,0.96,0.91,0.86,1.2,0.5,0.32,0.48,0.38,0.53,0.5,0.53,0.5,0.44,0.91,0.4,0.36
h_1,0.89,0.72,0.8,0.86,0.72,0.66,0.26,0.34,0.5,0.32,0.33,0.33,0.37,0.36,0.35,0.31
c_0,0.87,0.84,0.48,1.81,0.82,0.78,0.44,0.26,0.4,0.44,0.41,0.33,0.33,0.4,0.31,0.31
g_1,0.76,0.86,0.83,0.83,0.76,0.85,0.34,0.33,0.23,0.36,0.34,0.37,0.24,0.32,0.28,0.28
d_0,0.74,0.55,0.93,1.11,0.79,0.65,0.51,0.35,0.51,0.26,0.38,0.34,0.31,0.36,0.36,0.27
b_0,0.87,0.77,0.64,0.93,1.25,0.7,0.42,0.22,0.46,0.35,0.23,0.34,0.35,0.41,0.34,0.23
f_0,1.21,0.7,0.7,0.85,0.79,0.69,0.49,0.32,0.3,0.39,0.33,0.23,0.31,0.38,0.44,0.2
h_0,0.86,0.75,0.71,0.78,0.73,0.64,0.59,0.31,0.47,0.34,0.31,0.31,0.39,0.29,0.35,0.35
a_0,0.99,0.8,0.65,0.78,1.09,0.89,0.36,0.3,0.48,0.37,0.21,0.31,0.37,0.21,0.34,0.34
e_0,0.91,0.91,0.67,0.81,0.8,0.85,0.47,0.34,0.54,0.36,0.34,0.18,0.29,0.32,0.2,0.29
g_0,0.75,0.74,0.87,0.74,0.73,0.73,0.33,0.35,0.59,0.4,0.42,0.4,0.26,0.34,0.33,0.41
