,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.51,0.74,0.55,0.8,0.6,0.55,0.8,1.24,0.72,0.7,0.82,0.78,0.85,0.76,0.64,0.91
f_1,1.0,1.52,0.62,0.73,0.59,0.56,0.59,0.82,0.74,0.74,0.73,0.41,0.75,0.56,0.54,0.73
d_1,0.72,0.81,1.55,0.53,0.72,0.54,0.81,0.6,0.7,1.33,0.9,0.76,1.01,0.65,0.78,0.71
c_1,0.63,0.63,0.82,1.55,0.92,0.49,0.83,0.69,0.74,0.49,0.65,0.87,0.96,0.68,0.69,0.7
b_1,0.72,0.68,0.76,0.63,1.6,0.91,0.8,0.83,0.66,0.76,0.49,0.77,0.76,0.64,0.7,0.91
a_1,0.73,0.76,0.85,0.8,0.61,1.75,0.89,1.03,0.87,0.84,1.0,0.88,1.04,0.55,0.65,0.88
h_1,0.95,1.31,0.97,0.81,0.7,0.68,1.73,1.04,1.07,0.93,1.09,0.99,0.83,0.9,0.74,1.2
d_0,0.9,0.95,0.56,1.51,0.8,0.76,1.11,1.57,0.94,0.88,1.03,1.04,1.15,0.74,0.82,1.18
g_1,0.84,0.84,1.18,0.94,1.02,0.69,1.01,1.09,1.81,0.94,1.01,1.51,1.09,0.94,0.81,0.83
c_0,1.05,1.08,0.89,0.8,0.77,0.72,1.19,1.18,1.05,1.65,1.73,1.19,1.15,1.05,0.97,1.12
b_0,1.0,1.15,0.94,1.06,0.62,0.68,1.12,1.19,1.03,0.93,1.6,1.02,1.31,1.59,0.94,1.18
f_0,0.92,0.76,1.14,0.94,0.95,0.65,1.38,1.03,0.92,1.04,1.35,1.69,1.18,1.12,1.78,1.04
h_0,0.84,1.33,0.93,0.91,1.03,0.76,0.91,1.15,1.24,1.21,1.21,1.22,0.98,0.89,0.93,1.44
a_0,0.94,1.16,1.23,0.99,0.76,0.66,1.34,1.26,1.23,1.15,1.03,1.1,1.5,1.76,1.1,1.24
e_0,0.63,1.3,0.97,1.08,0.9,0.92,1.6,1.28,1.12,1.11,1.25,0.88,1.49,1.13,1.74,1.32
g_0,0.88,0.88,1.48,1.15,0.9,0.82,1.18,1.05,0.61,1.16,1.27,1.71,1.09,0.92,0.96,0.98
