,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.75,1.16,0.93,0.93,0.75,0.67,0.89,0.7,0.64,0.54,0.54,0.58,0.51,0.7,
f_1,1.33,1.0,0.85,0.93,0.91,1.06,0.61,0.58,0.7,0.58,0.66,,0.48,0.78,0.74,0.66
d_1,0.86,1.17,1.0,1.33,0.79,0.68,0.83,,0.87,0.46,0.75,0.7,0.62,0.6,0.42,0.44
c_1,1.07,1.08,0.75,1.0,1.35,1.03,0.83,0.52,,0.72,0.59,0.55,0.71,,0.66,0.57
b_1,1.07,1.1,1.26,0.74,1.0,1.05,0.79,0.75,0.7,0.72,,0.56,0.77,0.58,0.52,0.51
a_1,1.33,0.95,1.48,0.98,0.95,1.0,0.76,0.57,0.7,,,0.78,0.74,,0.65,
h_1,1.5,1.63,1.2,1.21,1.27,1.32,1.0,0.99,0.95,1.15,0.86,0.72,,0.72,0.99,0.84
d_0,1.12,1.73,,1.91,1.33,1.76,1.01,1.0,0.86,0.98,1.09,0.88,0.95,0.71,0.66,0.92
c_0,1.42,1.42,1.15,,1.42,1.44,1.05,1.17,1.0,1.11,1.48,0.84,0.6,0.91,0.78,0.77
g_1,1.56,1.71,2.18,1.39,1.4,,0.87,1.02,0.9,1.0,0.83,1.2,0.67,0.71,,0.96
b_0,1.85,1.52,1.33,1.69,,,1.16,0.92,0.68,1.2,1.0,1.03,1.49,1.48,0.87,0.86
f_0,1.85,,1.43,1.81,1.79,1.28,1.39,1.13,1.19,0.83,0.97,1.0,0.82,0.95,0.74,1.19
h_0,1.73,2.09,1.62,1.41,1.3,1.35,,1.05,1.66,1.5,0.67,1.22,,0.97,1.2,0.76
a_0,1.98,1.29,1.67,,1.73,,1.4,1.4,1.09,1.41,0.67,1.05,1.03,1.0,0.94,1.03
g_0,1.43,1.35,2.41,1.52,1.93,1.54,1.01,1.52,1.28,,1.14,1.35,0.83,1.06,,
e_0,,1.51,2.29,1.76,1.97,,1.19,1.09,1.3,1.04,1.16,0.84,1.32,0.97,,1.0
