,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.4,0.2,0.25,0.26,0.27,0.28,0.48,0.54,0.66,1.0,0.64,0.51,0.75,0.53,,0.98
f_1,0.46,2.42,0.31,0.29,0.21,0.2,0.55,0.49,0.64,0.63,0.72,,0.67,0.53,0.52,0.57
d_1,0.26,0.27,2.43,0.29,0.25,0.26,0.64,0.53,0.87,,0.75,0.73,0.55,0.4,0.6,0.74
c_1,0.33,0.27,0.2,2.55,0.43,0.27,0.47,0.67,,0.59,0.63,0.56,0.72,0.71,0.53,0.78
b_1,0.25,0.4,0.28,0.28,2.79,0.56,0.46,0.44,0.61,0.62,,0.4,0.7,0.59,0.51,0.64
a_1,0.27,0.24,0.25,0.25,0.22,3.47,0.69,0.49,0.51,0.87,,0.66,,,,0.7
h_1,0.54,0.68,0.56,0.55,0.61,0.43,3.68,1.17,1.23,0.71,1.23,0.99,,1.15,1.19,1.96
g_1,0.42,0.49,0.73,0.46,0.61,0.53,0.96,4.09,1.35,0.87,0.85,1.78,1.63,1.11,1.13,
c_0,0.63,0.59,0.57,,0.52,0.79,1.44,1.35,3.37,1.41,1.84,1.16,1.74,1.38,1.35,1.49
d_0,0.48,0.57,,1.11,0.6,0.43,1.58,1.2,1.18,3.37,1.32,1.54,1.45,1.18,1.58,1.84
b_0,0.63,0.55,0.48,0.48,,,1.0,1.17,1.18,1.55,3.65,1.45,2.24,2.63,1.41,1.68
f_0,0.53,,0.58,0.63,0.59,0.48,1.4,0.87,1.65,1.58,1.35,3.78,2.18,1.55,2.34,0.88
h_0,0.73,1.07,0.87,0.65,0.67,,,1.63,1.6,1.76,1.3,1.58,,1.64,2.6,2.37
a_0,0.8,0.6,0.95,0.58,0.77,,0.95,1.11,1.24,1.01,0.9,1.22,2.18,4.37,,1.78
e_0,,0.52,0.6,0.53,0.64,,1.13,1.42,1.41,1.64,1.48,1.27,1.26,,4.62,
g_0,0.5,0.84,0.92,0.69,0.78,0.75,1.41,,1.62,1.61,1.74,3.07,1.92,1.97,,
