,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.32,0.95,0.68,1.02,0.74,0.48,1.57,1.24,2.9,1.67,1.85,1.39,2.09,1.74,0.9,1.81
f_1,1.42,2.32,0.81,0.77,0.67,0.58,1.43,1.33,1.63,1.51,1.56,0.86,2.0,1.23,0.91,1.7
d_1,0.82,0.93,2.43,0.62,0.72,0.69,1.43,1.69,1.02,3.24,2.01,1.64,2.18,1.34,1.69,2.01
c_1,0.71,0.84,0.81,2.5,1.51,0.56,1.32,1.32,1.69,0.86,0.99,1.65,2.28,1.21,1.37,1.74
b_1,0.8,0.94,0.89,0.77,2.62,1.25,1.37,1.2,1.57,1.66,1.16,1.53,2.17,1.16,1.3,1.71
a_1,0.91,0.98,0.94,0.76,0.57,3.26,1.62,1.51,1.72,1.85,1.84,1.76,2.47,0.96,1.68,1.74
h_1,0.92,1.27,1.02,0.83,0.79,0.61,3.37,1.83,1.56,1.8,1.66,1.71,1.63,1.31,1.29,2.65
g_1,0.74,0.82,1.41,0.91,0.79,0.61,1.5,3.49,1.61,2.02,2.23,2.61,2.09,1.57,1.74,1.99
d_0,0.89,1.01,0.56,1.7,0.93,0.53,1.8,1.59,3.02,1.0,1.45,1.87,2.38,1.62,1.53,2.07
c_0,0.99,1.11,0.99,0.81,0.59,0.6,1.7,1.74,1.99,3.06,3.52,1.98,2.59,2.22,1.65,2.41
b_0,1.0,1.07,0.94,0.98,0.61,0.52,1.86,1.73,1.96,1.76,3.22,1.85,2.55,3.43,1.55,2.25
f_0,0.78,0.76,1.03,1.12,0.98,0.62,1.38,1.62,2.1,1.81,1.95,3.51,2.86,1.6,3.67,2.14
h_0,0.86,1.26,1.05,0.96,0.79,0.62,1.25,1.98,1.73,1.82,1.71,1.73,1.91,1.64,1.53,3.05
a_0,0.88,1.22,0.93,1.02,0.83,0.36,1.87,1.59,1.75,1.91,1.95,1.64,2.65,3.67,1.47,2.01
e_0,0.7,0.83,1.07,1.02,0.99,0.7,1.65,1.63,2.02,2.08,2.06,1.93,2.85,1.44,3.58,2.57
g_0,0.76,0.79,1.46,0.9,0.87,0.63,1.63,1.37,1.45,1.93,1.43,2.87,2.32,1.44,1.97,1.8
