,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.16,0.41,0.42,0.48,0.48,0.43,0.1,0.09,0.14,0.08,0.08,0.14,0.05,0.08,0.1,0.07
e_1,0.27,0.16,0.46,0.5,0.53,0.51,0.14,0.1,0.14,0.1,0.09,0.11,0.07,0.1,0.14,0.08
d_1,0.48,0.56,0.15,0.45,0.38,0.38,0.11,0.09,0.08,0.17,0.09,0.09,0.06,0.09,0.09,0.04
c_1,0.47,0.38,0.59,0.15,0.44,0.36,0.15,0.12,0.15,0.05,0.09,0.08,0.07,0.09,0.08,0.06
b_1,0.52,0.44,0.47,0.25,0.14,0.57,0.13,0.13,0.14,0.1,0.14,0.08,0.07,0.09,0.08,0.07
a_1,0.56,0.5,0.49,0.52,0.23,0.09,0.14,0.11,0.12,0.09,0.15,0.1,0.06,0.17,0.1,0.07
h_1,0.44,0.4,0.33,0.47,0.34,0.31,0.06,0.09,0.12,0.11,0.1,0.09,0.08,0.07,0.07,0.05
c_0,0.47,0.42,0.22,0.82,0.44,0.34,0.12,0.05,0.09,0.11,0.08,0.09,0.06,0.08,0.08,0.06
g_1,0.43,0.38,0.4,0.46,0.42,0.33,0.09,0.09,0.05,0.1,0.07,0.08,0.05,0.09,0.08,0.07
d_0,0.41,0.24,0.52,0.47,0.47,0.39,0.12,0.09,0.13,0.05,0.08,0.08,0.06,0.08,0.08,0.07
b_0,0.42,0.41,0.29,0.55,0.61,0.38,0.11,0.05,0.13,0.09,0.05,0.08,0.05,0.08,0.08,0.07
f_0,0.69,0.4,0.31,0.37,0.41,0.36,0.12,0.09,0.07,0.09,0.09,0.05,0.07,0.08,0.08,0.04
h_0,0.4,0.41,0.35,0.41,0.38,0.33,0.14,0.09,0.1,0.08,0.07,0.07,0.08,0.07,0.08,0.07
a_0,0.42,0.39,0.37,0.4,0.54,0.51,0.13,0.07,0.11,0.07,0.04,0.07,0.06,0.04,0.07,0.06
e_0,0.53,0.5,0.37,0.38,0.36,0.39,0.11,0.08,0.1,0.09,0.07,0.04,0.06,0.07,0.03,0.05
g_0,0.51,0.39,0.36,0.44,0.33,0.35,0.08,0.1,0.15,0.09,0.08,0.09,0.04,0.08,0.07,0.07
