,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,102.02,11.36,13.67,25.77,29.17,54.52,1855.83,4115.24,4475.66,6724.19,5249.97,10550.56,18281.37,20720.71,,30920.66
f_1,17.37,107.34,14.56,24.41,23.26,48.73,1779.13,2206.81,3592.66,4530.69,5759.96,,23365.23,20711.97,33612.07,40060.59
d_1,9.42,11.56,126.1,15.07,27.04,76.9,1583.25,2834.05,6289.4,,5035.67,7931.44,31391.64,17262.23,25334.0,30813.84
c_1,8.35,10.24,14.09,163.37,37.6,64.02,1407.75,2332.83,,3458.6,3037.93,9541.2,19294.21,20983.64,24800.57,39686.91
b_1,8.08,10.77,12.7,11.92,198.8,76.27,1920.71,2689.54,3200.08,3110.86,,8750.5,22500.41,,19710.85,35524.09
a_1,7.4,7.32,6.22,10.16,13.41,452.35,1176.21,1448.21,2711.5,2775.57,2348.67,4729.75,14093.85,,,30874.78
h_1,5.33,6.95,6.93,9.36,7.8,31.42,2909.16,2230.53,2320.47,2026.32,2506.37,3608.14,,9908.6,9813.64,22794.49
g_1,3.64,4.68,8.35,9.28,7.08,26.05,604.1,4867.07,1749.05,1664.91,1769.64,5530.8,8549.23,5723.21,8893.07,
c_0,4.56,5.35,5.69,,9.21,31.59,726.45,1220.74,4510.72,1982.96,3687.6,4136.53,9736.17,7358.74,13646.39,14144.17
d_0,4.3,5.17,,11.53,10.42,23.81,807.07,1004.98,1444.61,4793.81,2365.89,4669.87,9215.37,7729.32,15238.55,16386.48
b_0,4.35,4.51,5.5,8.17,,27.09,726.17,1303.78,1397.88,1757.19,5257.21,3957.85,9398.89,14581.36,12122.12,15414.5
f_0,3.32,,5.33,6.11,9.26,28.29,581.8,975.26,1351.38,1281.13,2039.08,8866.36,9290.76,4368.82,10792.35,11013.57
h_0,4.39,4.93,3.8,6.32,6.87,24.71,,1179.05,1429.19,1243.18,1398.13,2539.36,,4502.46,8393.33,18064.38
a_0,2.84,3.21,4.45,3.99,,,327.86,924.52,1087.59,1187.12,1040.42,3395.89,6657.24,15839.1,,
e_0,,2.97,3.12,5.12,6.47,,482.2,833.38,861.56,1026.85,1157.64,2272.9,5264.49,,21389.07,8721.18
g_0,3.74,2.31,5.33,5.45,5.87,12.37,315.56,,1418.0,1182.46,1580.09,3293.36,4831.4,,6209.08,
