,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.15,55.0,106.41,77.83,78.14,94.57,24.23,17.22,21.27,23.86,17.29,16.9,11.49,15.23,15.39,
f_1,99.72,1.15,77.39,88.64,96.37,132.4,18.84,15.69,16.33,20.97,19.52,,7.88,30.46,20.82,19.53
d_1,81.59,106.56,1.15,138.74,76.08,79.44,25.7,,18.47,16.09,20.86,18.15,13.86,22.0,6.1,18.44
c_1,94.47,106.56,81.07,1.15,120.46,110.33,31.41,9.81,,25.63,24.2,18.15,11.82,,15.39,17.47
b_1,99.72,126.3,130.96,69.37,1.15,94.57,30.29,26.15,21.94,31.45,,16.9,21.16,18.86,11.8,15.81
a_1,224.38,155.0,227.0,132.96,103.25,1.15,33.92,27.15,26.0,,,28.82,28.71,,18.63,
h_1,112.19,100.29,74.02,88.64,90.34,90.27,2.0,19.61,20.65,26.62,18.91,15.81,,16.5,15.39,20.75
d_0,48.51,103.33,,75.98,93.26,141.86,21.74,2.91,18.47,20.35,18.91,16.33,13.4,18.0,11.42,25.54
c_0,97.03,72.55,54.05,,90.34,90.27,24.94,25.21,3.0,23.86,18.33,18.15,8.38,22.0,12.21,15.81
g_1,132.96,136.4,170.25,106.37,125.7,,22.32,21.39,19.5,2.0,26.3,27.22,13.86,22.0,,27.67
b_0,143.6,106.56,87.31,159.55,,,30.29,17.22,9.0,40.71,2.97,22.27,23.65,28.29,16.09,16.6
f_0,156.09,,97.29,151.95,131.41,94.57,40.38,25.21,30.52,22.32,23.27,3.18,14.89,26.4,12.64,22.13
h_0,102.57,100.29,106.41,66.48,96.37,116.82,,19.61,30.52,40.71,13.15,24.5,,18.86,14.75,17.47
a_0,179.5,148.26,179.21,,152.16,,47.11,47.07,35.1,57.67,15.92,32.67,20.1,2.89,19.67,25.54
g_0,99.72,117.59,109.84,106.37,125.7,104.53,24.23,37.16,28.08,,27.5,27.22,10.86,23.29,,
e_0,,142.08,309.55,167.95,180.69,,47.11,44.13,39.0,43.25,30.25,18.85,33.5,26.4,,3.25
