,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.24,0.46,0.19,0.22,0.21,0.14,0.38,0.43,0.27,0.33,0.43,0.11,0.6,0.34,0.31,0.5
e_1,0.26,2.26,0.28,0.15,0.21,0.15,0.39,0.92,0.39,0.46,0.42,0.39,0.57,0.29,0.09,0.51
c_1,0.2,0.21,2.35,0.21,0.41,0.22,0.43,0.48,0.3,0.06,0.29,0.43,0.53,0.43,0.39,0.51
d_1,0.25,0.19,0.17,2.41,0.18,0.12,0.47,0.14,0.39,1.0,0.59,0.41,0.66,0.44,0.43,0.52
b_1,0.21,0.21,0.24,0.19,2.52,0.35,0.47,0.49,0.3,0.41,0.08,0.54,0.56,0.27,0.47,0.37
a_1,0.26,0.25,0.23,0.23,0.18,3.1,0.34,0.54,0.44,0.4,0.34,0.49,0.7,0.08,0.24,0.46
h_1,0.64,0.39,0.39,0.45,0.25,0.21,2.84,0.7,0.8,0.66,0.65,0.59,0.34,0.65,0.68,1.05
d_0,0.47,0.39,0.77,0.11,0.35,0.29,0.72,2.17,0.53,0.7,0.96,0.53,0.8,0.67,0.51,0.93
g_1,0.36,0.33,0.37,0.69,0.3,0.21,0.53,0.84,3.13,0.76,0.7,1.25,0.65,0.5,0.76,0.47
c_0,0.55,0.29,0.2,0.42,0.28,0.27,0.76,1.22,0.75,2.51,1.9,0.8,1.43,0.79,0.66,0.87
b_0,0.48,0.44,0.4,0.45,0.08,0.17,0.73,0.98,0.67,1.31,2.77,0.77,1.35,1.49,0.67,0.98
f_0,0.14,0.39,0.5,0.5,0.35,0.33,0.63,0.89,0.72,0.74,0.64,2.66,1.16,0.84,1.5,1.27
h_0,0.54,0.37,0.35,0.5,0.36,0.27,0.26,0.72,0.8,0.84,0.7,0.78,0.38,0.6,0.73,1.31
a_0,0.51,0.48,0.46,0.53,0.26,,0.84,0.76,0.79,0.75,0.66,0.78,0.98,2.79,0.96,0.88
e_0,0.44,0.09,0.47,0.48,0.5,0.2,0.77,0.92,0.79,0.94,0.95,0.76,1.19,0.78,2.87,1.26
g_0,0.42,0.3,0.47,0.62,0.35,0.28,0.58,0.59,0.25,0.62,0.57,1.19,1.2,0.63,0.68,0.45
