,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.18,7.68,12.01,14.21,11.9,9.56,3.46,2.62,3.81,2.46,2.51,2.94,2.02,2.32,,2.37
f_1,9.77,0.17,13.13,16.65,14.84,12.41,2.2,2.35,2.86,2.46,2.99,,1.23,2.79,2.83,2.36
c_1,9.27,11.34,0.17,17.58,14.09,14.65,3.79,1.3,4.55,,2.94,3.07,1.55,2.36,1.97,2.0
d_1,15.5,13.05,11.58,0.16,12.36,14.18,3.21,,2.64,2.42,2.08,1.93,2.07,2.52,2.69,1.04
b_1,23.17,14.84,7.57,9.2,0.14,18.77,3.68,2.19,3.18,2.29,,2.67,1.84,2.94,2.63,1.31
a_1,19.73,9.31,13.95,14.18,6.97,0.1,3.52,2.52,4.07,3.51,2.63,3.15,2.05,,1.66,1.64
h_1,3.09,3.48,3.66,2.5,4.02,2.75,0.06,0.55,0.86,0.52,0.75,0.76,,0.82,,0.53
d_0,1.38,2.3,2.43,,2.79,2.9,0.7,0.09,0.86,0.68,0.45,0.41,0.29,0.38,0.41,0.44
g_1,3.43,3.6,3.41,2.98,4.19,4.07,0.52,0.86,0.06,0.8,0.64,0.8,0.3,,0.84,
c_0,3.29,2.54,,1.19,2.74,2.73,0.57,0.53,0.57,0.08,0.56,0.59,0.31,,0.42,0.34
b_0,3.17,2.6,2.94,3.2,,1.97,1.07,0.42,0.51,0.22,0.07,0.44,0.48,,0.55,0.36
f_0,2.65,,2.54,2.86,2.46,3.15,0.66,0.5,0.55,0.46,0.48,0.06,0.3,,,0.24
h_0,1.85,1.57,1.44,1.54,1.39,1.61,,0.42,0.52,0.27,0.32,0.33,,0.31,0.3,0.21
a_0,2.66,3.14,2.6,2.52,2.42,,0.82,0.39,,,,,0.31,0.04,,0.34
e_0,,3.44,2.15,2.54,1.97,2.57,,0.52,0.84,0.57,0.45,,0.35,,0.04,0.28
g_0,1.58,2.24,1.91,1.78,1.41,1.38,0.34,0.42,,0.34,0.45,0.32,0.2,0.37,0.24,
