,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.93,0.09,0.08,0.09,0.09,0.06,0.07,0.05,0.11,0.07,0.06,0.06,0.06,0.04,,0.04
f_1,0.16,0.93,0.1,0.12,0.09,0.05,0.05,0.05,0.06,0.07,0.06,,0.05,0.05,0.04,0.05
d_1,0.11,0.12,0.93,0.09,0.08,0.07,0.09,0.06,,0.11,0.06,0.05,0.07,0.04,0.03,0.04
c_1,0.12,0.1,0.11,0.93,0.15,0.08,0.05,0.07,0.07,,0.06,0.06,0.06,0.03,0.05,0.06
b_1,0.12,0.11,0.11,0.1,0.93,0.1,0.07,0.08,0.08,0.07,,0.05,0.07,0.05,0.05,0.04
a_1,0.13,0.13,0.12,0.09,0.11,0.93,0.09,0.07,0.09,0.08,0.05,0.1,0.06,,,0.05
h_1,0.28,0.45,0.28,0.37,0.25,0.14,0.71,0.23,0.15,0.16,0.16,0.11,,0.1,0.13,0.18
g_1,0.28,0.32,0.41,0.24,0.25,0.25,0.12,0.71,0.2,0.21,0.18,0.23,0.17,,,
d_0,0.33,0.42,,0.48,0.32,0.21,0.26,0.15,0.59,0.18,0.22,0.19,0.19,0.15,0.16,0.2
c_0,0.4,0.36,0.3,,0.29,0.23,0.29,0.24,0.26,0.57,0.34,0.23,0.18,0.14,0.11,0.15
b_0,0.4,0.37,0.35,0.3,,0.22,0.27,0.24,0.19,0.18,0.58,0.17,0.25,0.29,0.18,0.22
f_0,0.34,,0.42,0.36,0.34,0.21,0.32,0.2,0.29,0.22,0.3,0.56,0.23,,0.27,0.16
h_0,0.48,0.7,0.44,0.46,0.41,0.39,,0.33,0.38,0.33,0.21,0.27,,0.14,0.13,0.26
a_0,0.48,0.39,0.37,0.54,0.28,,0.31,,0.22,0.27,0.18,,0.36,0.58,,0.23
e_0,,0.34,0.52,0.4,0.29,,0.38,,0.2,0.35,0.18,0.21,0.31,,0.59,
g_0,0.64,0.59,0.78,0.35,0.54,0.39,0.31,,0.28,0.35,0.21,0.26,0.28,0.2,,
