,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,9882.44,6858.79,5716.79,6318.11,9931.81,52966.41,4823121.17,11630514.55,19114056.11,22396857.5,27405253.4,35740506.65,141436846.73,160792471.61,163096358.23,459483597.37
e_1,4053.03,10765.38,5617.26,8476.25,11100.12,56474.32,5473221.32,12415684.03,33790965.19,24897206.97,25150170.34,58608287.13,140739153.18,172854556.09,171908137.81,558865199.22
d_1,4059.03,3605.47,19154.38,5512.26,10692.72,57688.49,5848065.93,15365436.49,13154626.88,43948476.86,34143761.95,60127950.64,155067172.06,194762712.09,296130201.89,616450367.47
c_1,3543.51,3462.07,5808.47,20956.98,19998.34,64374.44,4990829.86,16108505.0,19959805.09,11952924.0,17641531.1,55411701.38,139814729.38,153182226.42,239107104.99,430450467.7
b_1,3838.83,3502.4,6625.93,7390.53,37193.26,125379.37,4481157.27,15022123.92,18203004.29,20256012.93,14849662.18,67144459.66,153080938.56,128276629.03,244150787.02,424358255.8
a_1,4101.38,3740.39,6959.57,8041.82,9834.11,307353.97,5311550.09,14894541.5,19066724.12,24474094.54,24584519.42,68533945.17,152983594.11,144629733.47,234084310.09,513842241.81
h_1,5420.75,4501.05,8293.69,6888.59,11616.79,56278.23,11228573.17,21518177.51,18997344.82,25067857.91,30355931.89,65904993.46,109375017.52,150215921.56,281615248.48,738057887.84
g_1,3187.49,3335.22,11976.22,7727.61,12793.17,59588.71,5919899.86,38163697.8,15938450.31,26286026.65,26478535.54,99131713.46,168594640.27,207441034.53,304674336.77,480047735.45
d_0,4306.82,4300.41,4919.68,13802.47,12867.03,68295.89,6265797.85,15667613.12,31696616.52,17089397.13,22741028.29,64442469.33,142137119.55,166291255.71,249930763.4,537867938.65
c_0,4609.8,4840.69,9005.92,5729.63,8092.85,62676.27,6134554.79,17388075.7,19661317.08,42336311.17,57177442.56,61989497.92,187997936.02,250521391.76,264770402.48,687192114.62
b_0,4314.39,4867.2,8085.18,8099.34,7646.0,55827.3,6195893.44,16942883.95,22285429.09,30319397.34,52864526.13,66990194.87,166444521.08,420637850.77,267860804.67,715874322.64
f_0,2969.78,3169.75,8359.94,8742.04,13178.95,87875.25,6471823.92,19209547.13,19437635.3,23752240.43,29968440.11,131493945.52,173857030.12,228668771.27,626376327.45,723679908.51
h_0,5346.16,4335.97,7846.93,7205.62,10962.68,66797.57,4984219.31,21072973.83,18316726.91,24176524.81,31486428.66,71553362.5,124573748.29,175286440.88,297223696.65,827463196.29
a_0,4516.24,4313.66,7169.43,8141.41,13140.36,60014.34,6633740.28,17102759.27,23702564.36,23930010.92,33482894.34,70300875.64,183243374.41,403437046.46,313184344.59,661444208.85
e_0,4771.72,3226.08,7580.59,7761.29,14214.08,81322.55,6350230.93,18836025.07,17748611.68,23637105.23,33379890.57,75907021.95,211440449.89,197337478.82,633765650.39,693658804.77
g_0,3588.23,4215.31,10601.49,7739.37,10432.08,70457.09,6066896.31,15225125.59,17346392.32,25418714.88,35786982.07,111497630.9,159154161.33,183534253.84,324350006.04,462002939.78
