,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.06,1.92,2.17,2.06,2.06,1.62,0.61,0.82,0.56,0.67,0.58,0.76,0.37,0.56,0.46,0.5
d_1,2.16,1.06,2.29,2.04,1.94,1.74,0.82,0.55,0.66,0.95,0.57,0.58,0.41,0.55,0.55,0.31
e_1,1.43,2.27,1.06,2.32,2.25,2.28,0.81,0.95,0.67,0.82,0.65,0.81,0.54,0.61,0.83,0.53
c_1,2.28,2.66,1.91,1.06,2.58,1.78,0.73,0.82,0.79,0.43,0.58,0.54,0.58,0.49,0.6,0.49
b_1,2.59,2.61,2.48,1.47,1.06,2.41,1.2,0.85,0.98,0.84,1.37,0.75,0.62,0.78,0.76,0.59
a_1,4.08,3.33,3.34,3.91,1.83,1.07,1.36,1.24,1.11,0.92,1.18,0.99,0.87,1.4,0.85,0.75
h_1,7.0,5.45,5.58,5.72,5.69,4.32,1.31,2.49,1.9,1.76,1.88,1.66,2.26,1.88,1.48,1.47
g_1,6.96,6.51,5.73,7.1,6.71,4.82,1.86,1.32,1.88,1.9,1.84,2.0,1.05,1.72,1.55,1.59
c_0,8.1,4.34,6.57,10.35,6.85,5.08,2.52,2.45,1.47,2.53,2.06,2.03,1.49,1.84,1.67,1.36
d_0,6.27,9.29,4.06,8.12,6.4,6.55,2.61,2.61,1.87,1.48,2.28,1.8,1.51,1.71,1.64,1.67
b_0,7.58,6.22,7.25,9.36,9.96,5.22,2.26,2.55,1.4,1.9,1.46,1.9,1.8,2.58,1.65,1.36
f_0,10.08,7.13,6.6,7.93,7.46,5.71,2.96,1.91,2.04,2.39,2.22,1.5,1.89,2.22,2.53,1.06
h_0,9.58,9.48,8.34,8.74,7.92,6.29,3.53,3.82,2.36,2.57,2.39,2.21,2.34,2.35,2.26,2.02
a_0,10.09,8.01,9.12,9.79,9.91,10.93,3.19,3.0,2.54,2.71,1.59,2.31,2.2,1.55,2.09,2.24
e_0,14.1,8.3,11.27,10.36,8.07,7.89,3.58,3.34,2.82,2.97,2.7,1.46,2.25,2.72,1.57,1.86
g_0,10.61,13.84,9.76,10.02,8.69,8.51,2.93,4.34,2.96,3.26,3.11,3.34,1.96,2.9,3.16,2.77
