,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.13,2.75,5.44,6.19,5.57,5.44,1.79,1.68,1.3,0.9,1.42,1.24,0.82,1.04,3.41,1.05
f_1,4.31,1.13,4.83,5.67,6.0,5.03,1.07,1.76,0.97,0.91,2.19,1.02,0.54,1.1,0.86,0.83
d_1,8.72,5.75,1.12,5.3,4.98,4.75,1.55,1.11,2.79,0.99,1.11,1.05,0.79,1.29,0.85,0.46
c_1,4.6,5.97,6.53,1.13,7.4,6.39,1.7,1.44,0.67,2.51,1.01,1.01,0.91,1.34,1.2,0.88
b_1,5.67,9.19,5.94,3.38,1.13,6.67,1.67,1.49,1.49,1.69,0.97,2.82,0.92,1.1,1.4,0.98
a_1,10.47,10.11,8.72,11.38,4.63,1.14,2.79,3.02,2.09,1.86,1.91,2.92,1.34,6.83,1.85,1.33
h_1,14.81,19.82,18.52,17.25,19.25,15.36,1.8,4.55,3.91,3.33,3.26,4.33,5.19,3.73,2.88,3.0
g_1,20.11,25.2,19.52,25.53,20.0,19.17,4.73,1.83,4.13,4.75,4.16,4.8,2.13,3.77,3.82,4.63
d_0,11.73,26.53,54.33,24.15,22.0,23.47,7.2,8.61,2.36,4.43,5.32,4.33,3.02,5.51,5.52,4.63
c_0,25.9,25.38,12.73,58.15,26.32,24.29,8.96,7.51,7.09,2.61,7.94,4.47,4.24,5.2,4.64,4.15
f_0,26.28,76.7,25.47,27.79,22.99,25.79,9.91,4.87,6.45,5.03,2.38,5.87,3.82,4.61,6.57,2.35
b_0,26.09,28.68,21.45,36.09,53.1,24.87,7.45,9.67,6.26,2.64,7.6,2.31,3.82,6.36,6.11,4.21
h_0,33.64,33.28,29.64,34.51,33.48,29.01,18.3,11.21,7.68,6.93,6.65,6.21,10.24,7.1,5.44,4.98
a_0,38.3,44.1,32.93,41.32,48.12,109.95,12.2,11.97,8.84,6.62,7.94,3.77,4.57,2.49,7.57,6.89
e_0,83.72,51.88,39.76,44.86,35.4,30.72,9.57,12.61,10.08,9.35,4.51,9.1,6.67,7.24,2.76,4.26
g_0,49.32,56.9,47.25,38.77,40.0,44.45,9.15,27.15,10.08,9.66,7.19,9.26,5.0,6.25,8.7,9.82
