,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.15,83.77,110.3,78.32,106.56,69.78,14.39,15.2,23.48,14.18,17.81,,10.33,16.21,17.41,12.43
e_1,43.38,1.15,84.85,94.44,87.18,69.78,21.21,16.93,25.36,36.71,17.81,21.04,12.33,18.52,,12.89
c_1,99.65,80.04,1.15,128.44,89.91,81.91,22.39,11.64,25.36,,21.23,15.78,19.3,19.45,19.15,10.55
d_1,85.74,138.54,89.43,1.15,115.08,110.82,23.71,,13.78,24.96,21.23,19.42,10.09,19.45,19.15,8.92
b_1,97.03,102.91,59.09,114.68,1.15,125.6,42.42,18.17,33.37,28.36,,24.05,13.06,32.42,21.28,12.43
a_1,216.88,163.73,122.56,229.36,92.81,1.15,53.73,28.65,,31.2,,33.67,21.14,,,23.2
h_1,102.42,112.56,80.71,84.5,77.76,125.6,2.0,17.74,37.29,22.29,18.4,20.2,,19.45,21.28,14.5
d_0,94.54,46.78,80.71,,71.92,89.71,27.79,2.88,26.42,12.48,19.03,16.29,10.83,15.56,19.15,18.32
g_1,194.05,105.94,165.45,123.5,151.42,,26.0,33.86,2.0,27.13,26.29,24.05,14.32,25.93,23.94,
c_0,141.81,102.91,,49.4,115.08,134.57,26.0,22.58,21.13,2.92,13.46,24.05,14.32,29.92,16.65,15.82
b_0,115.22,116.19,165.45,123.5,,,38.38,18.17,39.62,9.75,2.82,31.56,17.76,24.31,20.16,20.47
f_0,,189.58,114.1,133.79,87.18,117.75,42.42,33.86,22.64,27.13,27.6,2.89,13.45,24.31,25.53,10.88
h_0,81.93,83.77,103.41,80.27,82.2,78.5,,24.83,37.29,16.0,16.73,17.41,,17.68,17.41,10.55
a_0,167.59,225.13,122.56,145.95,239.75,,47.41,33.86,39.62,31.2,22.08,31.56,23.37,2.97,,23.2
e_0,167.59,,206.81,169.0,119.88,,35.04,49.67,39.62,41.6,30.67,17.41,29.6,,2.97,21.75
g_0,118.94,156.61,127.27,123.5,221.31,125.6,23.71,21.29,,31.2,32.47,21.04,9.25,25.93,18.24,
