,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,92.42,10.78,14.64,20.27,24.12,123.08,1500.62,3030.33,9247.37,5873.83,7846.47,7955.64,23668.58,17341.81,,31215.94
f_1,14.74,98.84,15.1,16.13,29.98,104.12,1702.78,3586.52,4679.67,5371.13,8777.71,,18724.7,18715.9,19396.26,54544.13
d_1,11.46,9.72,137.86,13.45,20.89,74.65,1433.19,2527.6,,7782.39,6312.41,8423.75,18937.61,13534.95,34142.12,32893.44
c_1,10.73,9.98,16.53,153.38,30.3,65.24,1725.6,2527.07,2826.21,,5389.24,8032.21,15416.82,21941.38,28826.9,29062.74
b_1,8.33,8.97,14.31,15.48,194.16,126.7,1418.21,3553.46,2944.99,3888.35,,6083.87,15074.07,12071.34,24150.69,27444.28
a_1,3.96,3.98,11.29,10.77,10.1,599.09,820.33,1833.77,1970.1,,,5162.67,12177.78,,14884.65,26265.1
h_1,4.57,6.73,7.74,8.74,12.01,51.55,2909.16,1742.51,1897.74,2366.61,2668.82,4047.35,,8632.53,13852.02,21440.08
g_1,3.8,3.64,9.86,8.13,5.51,40.5,731.75,5310.63,1296.62,1559.07,2049.15,3691.22,6112.13,7151.19,,
d_0,2.52,4.46,,13.42,12.34,38.48,961.16,1821.4,4571.68,1876.54,2805.29,2663.67,8236.19,7500.53,10348.65,17392.17
c_0,3.91,5.15,5.96,,7.6,,824.46,1588.13,1794.82,5011.58,4148.91,3321.46,9362.37,7554.42,12606.27,12873.77
b_0,3.4,3.66,5.84,6.43,,,756.4,1521.29,1482.6,1429.69,6800.76,2076.57,8013.68,14844.18,,13939.23
f_0,3.27,,5.21,5.79,9.83,30.68,487.98,1189.69,1361.73,1749.59,3202.25,7722.88,8760.5,,14057.79,12443.86
h_0,3.3,5.28,3.95,6.45,8.33,23.56,,1459.51,1560.08,1386.15,2198.52,2172.95,,6165.57,7683.0,18726.63
a_0,2.95,2.74,5.32,4.09,6.32,,422.2,1072.14,850.56,1440.14,1040.03,,4700.6,16562.15,,8230.3
e_0,,2.93,3.56,3.89,5.87,27.47,376.75,,941.82,1240.88,,1324.9,6351.42,,21570.85,7159.82
g_0,3.26,2.13,5.36,5.01,7.18,22.26,393.2,,1078.1,1263.35,1657.8,2776.89,4605.43,6586.17,7845.88,
