,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.82,1.12,0.89,0.94,0.68,0.49,0.6,0.38,0.41,0.38,0.43,0.34,0.35,0.31,0.32
f_1,1.24,1.0,0.96,0.87,0.89,0.7,0.4,0.46,0.39,0.41,0.38,0.35,0.32,0.29,0.26,0.31
c_1,0.88,1.04,1.0,1.12,1.18,0.72,0.49,0.33,0.42,0.44,0.38,0.39,0.31,0.35,0.34,0.33
d_1,1.09,1.18,0.85,1.0,0.93,0.7,0.53,0.45,0.56,0.39,0.45,0.39,0.36,0.36,0.32,0.25
b_1,1.04,1.12,0.87,1.07,1.0,1.06,0.54,0.45,0.5,0.43,0.39,0.38,0.35,0.38,0.34,0.35
a_1,1.44,1.42,1.39,1.42,0.95,1.0,0.71,0.65,0.56,0.63,0.51,0.53,0.54,0.47,0.5,0.5
h_1,2.05,2.44,2.1,2.0,1.84,1.44,1.0,0.9,0.78,0.94,0.81,0.76,0.7,0.71,0.6,0.68
d_0,1.74,2.1,3.06,2.2,2.22,1.45,1.04,1.0,0.81,1.11,0.78,0.82,0.73,0.79,0.7,0.69
c_0,2.52,2.55,2.45,1.85,2.06,1.77,1.26,1.22,1.0,1.05,1.17,1.01,0.85,0.81,0.68,0.67
g_1,2.31,2.44,2.25,2.73,2.15,1.68,1.04,0.9,0.98,1.0,0.91,1.04,0.8,0.69,0.8,0.7
b_0,2.66,2.56,2.66,2.26,2.45,2.1,1.27,1.23,0.85,1.14,1.0,0.95,1.13,0.82,0.82,0.81
f_0,2.27,2.81,2.59,2.61,2.57,1.93,1.37,1.19,0.99,0.98,1.11,1.0,0.97,0.98,1.14,0.67
a_0,2.89,2.93,3.18,2.77,2.92,1.97,1.5,1.35,1.17,1.3,0.88,1.08,1.0,1.06,0.86,0.94
h_0,2.89,3.42,2.77,2.73,2.69,2.21,1.43,1.24,1.24,1.43,1.19,1.05,0.92,1.0,0.95,1.09
e_0,3.34,3.85,2.98,3.1,2.77,2.0,1.64,1.41,1.36,1.26,1.23,0.88,1.13,1.06,1.0,1.01
g_0,3.25,3.21,3.16,3.7,2.91,2.02,1.49,1.36,1.44,1.4,1.2,1.43,1.04,0.92,0.93,1.0
