,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.43,0.57,0.88,0.98,0.94,0.94,0.27,0.28,0.21,0.19,0.24,0.19,0.14,0.17,0.25,0.14
f_1,0.83,0.43,0.95,0.89,0.86,0.75,0.22,0.26,0.19,0.19,0.24,0.2,0.1,0.17,0.15,0.17
d_1,1.02,1.04,0.41,0.97,0.95,0.85,0.25,0.18,0.25,0.18,0.18,0.17,0.12,0.17,0.17,0.08
c_1,0.83,1.06,1.24,0.39,0.96,0.87,0.29,0.32,0.13,0.26,0.19,0.21,0.14,0.2,0.2,0.13
b_1,1.04,1.12,1.12,0.64,0.38,0.93,0.34,0.32,0.21,0.27,0.25,0.3,0.16,0.24,0.2,0.18
a_1,1.39,1.52,1.28,1.28,0.68,0.31,0.42,0.39,0.29,0.3,0.27,0.35,0.18,0.32,0.26,0.21
h_1,1.68,1.74,1.83,1.64,1.45,1.35,0.29,0.48,0.34,0.35,0.34,0.37,0.33,0.31,0.28,0.25
g_1,1.9,2.14,1.79,1.9,1.64,2.04,0.41,0.27,0.4,0.37,0.36,0.35,0.23,0.36,0.34,0.28
d_0,1.31,1.95,2.43,2.23,1.98,1.91,0.64,0.68,0.31,0.42,0.44,0.42,0.31,0.37,0.42,0.35
c_0,2.12,2.4,1.23,2.77,2.01,1.83,0.59,0.52,0.53,0.3,0.41,0.46,0.32,0.39,0.39,0.25
f_0,2.04,2.9,1.97,2.26,1.96,1.92,0.56,0.42,0.42,0.39,0.28,0.39,0.3,0.39,0.45,0.21
b_0,2.13,2.31,1.71,2.79,2.74,2.07,0.63,0.59,0.46,0.26,0.42,0.28,0.34,0.45,0.37,0.26
h_0,2.26,2.54,2.4,2.53,2.32,2.26,0.89,0.7,0.48,0.48,0.47,0.43,0.41,0.42,0.46,0.31
a_0,2.23,3.06,2.3,2.46,2.7,2.53,0.72,0.63,0.46,0.39,0.44,0.29,0.4,0.28,0.43,0.31
e_0,3.21,3.13,2.4,2.43,2.41,2.28,0.68,0.57,0.53,0.49,0.28,0.44,0.37,0.44,0.26,0.36
g_0,2.96,2.82,2.6,2.88,2.4,2.36,0.67,0.83,0.53,0.5,0.5,0.53,0.31,0.52,0.45,0.42
