,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,8266.79,2243.68,1451.52,1677.81,3529.76,12405.78,1354393.42,4178268.29,3794738.17,6637191.71,8973402.81,2281696.22,42806822.64,31061715.94,48053498.25,112721076.89
e_1,999.32,11710.08,1665.44,1756.62,2682.07,12071.7,1482538.67,10576388.7,4972855.02,8185420.65,8009667.79,20087415.07,39620358.09,30831122.91,25970775.64,106218518.14
c_1,905.37,1265.77,17954.82,2077.41,5912.57,12669.71,1216128.51,4533328.49,3617933.35,1186651.17,9112799.54,19851215.45,41517824.31,30444060.6,56130451.54,101203270.3
d_1,966.49,1075.35,1509.56,22774.76,3014.75,12444.18,1347402.71,1778527.09,5095750.28,11216699.27,10161926.78,14346570.77,52196852.73,38231052.59,45339538.87,128749015.57
b_1,1063.2,1107.52,1578.01,2112.27,41112.26,24518.09,1551670.65,4057962.4,4162359.98,4362920.33,1247953.34,20961837.48,47358551.86,23903425.64,45066718.42,131194498.55
a_1,959.89,972.0,1735.98,2060.8,3572.9,227531.59,1513075.03,5103277.44,5022927.23,6625066.36,8069011.02,23089420.15,41146229.62,7632646.17,74141830.99,70445791.84
h_1,2264.99,1820.57,3003.24,3669.51,4319.85,17154.67,9242758.59,7910479.35,10473929.97,11527539.25,18307492.9,28798242.13,29329431.79,57273757.84,121003437.66,161797237.55
d_0,1454.82,1641.08,6203.06,1526.8,5147.57,20167.87,2391686.8,23313525.94,8734735.16,12378889.3,18750393.93,32586293.74,94654075.34,57273757.84,139086143.17,144400856.67
g_1,1206.48,1671.47,3206.55,5601.01,6122.24,18583.58,2076695.76,6941743.2,40610384.35,8526530.94,18153318.49,57994772.19,77195276.63,73948396.19,129606074.99,75399181.49
c_0,1654.96,1984.2,1881.93,4584.2,5023.03,18522.3,2689022.27,10255216.69,9170892.95,33224191.21,35969757.7,27360050.35,88285644.46,70945558.09,136670254.82,170186723.94
b_0,1774.28,2216.96,3643.89,3652.52,2058.73,18219.62,2785775.55,9542899.72,6339777.66,10617962.3,49268868.86,33833420.53,102795600.14,124742844.29,150345230.87,190086393.23
f_0,448.26,2131.73,3602.4,3691.17,6545.48,16751.3,2717332.75,9609753.78,8665618.31,9897222.18,18148673.21,113514672.08,102240959.22,89645881.83,321632552.76,155035524.91
h_0,2186.08,2027.95,2813.43,3612.45,5031.69,23502.01,1050717.08,7382783.96,10292504.27,8856329.49,20161116.69,34454768.89,26787680.09,60259593.55,137210026.76,229873063.14
a_0,1653.11,2185.14,3844.39,4222.34,5409.13,,2638786.25,9925048.74,8089771.42,13567314.06,12576483.73,37679651.23,97226555.43,256474681.44,124003255.6,207544785.29
e_0,1272.82,,3921.04,5968.27,6513.0,21320.8,2597964.58,9313470.03,10900302.34,15179626.91,14888076.87,36691093.68,103909986.93,69696516.58,501252596.56,115055813.37
g_0,1431.3,1915.84,3411.69,5666.28,5104.92,22894.38,2229978.03,7250618.12,4387309.9,9657289.52,14700144.36,50485807.2,73066303.77,48230532.92,144529460.51,59714639.98
