,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.89,0.36,0.17,0.18,0.12,0.09,0.16,0.08,0.16,0.14,0.16,0.04,0.14,0.1,0.08,0.11
e_1,0.22,0.89,0.17,0.21,0.15,0.1,0.16,0.12,0.32,0.14,0.15,0.14,0.16,0.11,0.04,0.1
d_1,0.2,0.17,0.9,0.12,0.16,0.08,0.17,0.18,0.06,0.31,0.17,0.17,0.17,0.13,0.1,0.14
c_1,0.2,0.16,0.17,0.89,0.3,0.08,0.17,0.13,0.17,0.05,0.12,0.12,0.15,0.11,0.1,0.1
b_1,0.2,0.19,0.16,0.17,0.88,0.23,0.14,0.13,0.15,0.14,0.06,0.13,0.12,0.08,0.08,0.1
a_1,0.25,0.18,0.18,0.2,0.11,0.87,0.17,0.13,0.21,0.18,0.17,0.14,0.2,0.05,0.09,0.08
h_1,0.37,0.21,0.26,0.15,0.16,0.13,0.57,0.18,0.21,0.19,0.16,0.15,0.11,0.12,0.09,0.18
g_1,0.2,0.18,0.38,0.19,0.19,0.12,0.18,0.55,0.17,0.19,0.19,0.26,0.22,0.13,0.09,0.09
d_0,0.26,0.23,0.1,0.42,0.17,0.13,0.17,0.16,0.4,0.13,0.18,0.16,0.24,0.14,0.12,0.14
c_0,0.29,0.25,0.26,0.1,0.15,0.12,0.19,0.15,0.21,0.45,0.38,0.18,0.2,0.17,0.11,0.16
b_0,0.29,0.2,0.26,0.23,0.1,0.11,0.23,0.16,0.19,0.25,0.43,0.17,0.22,0.31,0.15,0.16
f_0,0.17,0.18,0.24,0.19,0.21,0.15,0.24,0.17,0.2,0.24,0.21,0.44,0.25,0.14,0.25,0.17
h_0,0.35,0.22,0.25,0.25,0.17,0.1,0.11,0.22,0.19,0.2,0.19,0.15,0.1,0.15,0.15,0.19
a_0,0.23,0.25,0.23,0.25,0.2,0.06,0.25,0.14,0.2,0.21,0.2,0.2,0.2,0.38,0.12,0.16
e_0,0.34,0.13,0.22,0.23,0.14,0.14,0.23,0.19,0.22,0.23,0.21,0.18,0.23,0.15,0.36,0.13
g_0,0.17,0.22,0.39,0.2,0.19,0.14,0.19,0.12,0.16,0.21,0.18,0.28,0.16,0.1,0.12,0.07
