,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.27,1.09,0.5,0.48,0.49,0.37,0.96,0.74,1.06,1.14,1.2,0.45,1.51,0.78,0.63,1.02
e_1,0.68,2.29,0.49,0.64,0.5,0.41,1.13,0.78,2.16,1.2,1.04,1.04,1.3,1.02,0.48,1.28
d_1,0.68,0.52,2.42,0.46,0.49,0.39,1.11,0.98,0.64,2.23,1.51,1.14,1.58,1.11,1.15,1.46
c_1,0.57,0.49,0.52,2.44,0.98,0.42,1.0,1.05,1.18,0.42,0.76,0.96,1.37,0.91,0.94,1.06
b_1,0.57,0.52,0.56,0.64,2.56,0.87,0.93,0.89,1.2,1.06,0.54,1.21,1.64,0.77,0.86,1.1
a_1,0.68,0.56,0.66,0.66,0.43,3.13,1.05,0.89,1.23,1.1,1.13,1.23,1.47,0.62,0.98,1.32
h_1,1.0,0.7,0.81,0.65,0.6,0.39,3.04,1.49,1.31,1.52,1.37,1.38,1.0,0.92,1.26,2.0
g_1,0.53,0.5,1.26,0.68,0.73,0.41,1.3,3.38,1.04,1.34,1.38,1.95,1.59,1.25,1.3,1.11
d_0,0.74,0.66,0.42,1.32,0.67,0.53,1.37,1.08,2.6,0.93,1.13,1.34,1.64,1.15,1.1,1.48
c_0,0.85,0.79,0.87,0.44,0.44,0.45,1.29,1.35,1.29,2.72,2.87,1.2,2.08,1.66,1.04,1.81
b_0,0.72,0.82,0.83,0.71,0.36,0.39,1.29,1.19,1.62,1.65,3.0,1.27,1.8,2.9,1.07,1.83
f_0,0.42,0.52,0.85,0.84,0.73,0.61,1.41,1.3,1.4,1.23,1.28,3.12,1.89,1.49,2.84,1.99
h_0,0.98,0.69,0.8,0.63,0.59,0.5,0.89,1.6,1.23,1.34,1.44,1.49,1.11,1.13,1.31,2.28
a_0,0.8,0.67,0.71,0.71,0.75,0.37,1.47,1.19,1.7,1.34,1.67,1.23,2.05,3.08,1.5,1.78
e_0,0.77,0.4,0.73,0.7,0.81,0.59,1.43,1.39,1.22,1.52,1.41,1.58,2.38,1.25,3.25,1.77
g_0,0.64,0.69,1.06,0.73,0.56,0.46,1.16,1.01,1.26,1.29,1.81,2.15,1.92,1.22,1.48,1.04
