,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.89,0.42,0.19,0.21,0.14,0.09,0.22,0.15,0.21,0.16,0.17,0.07,0.17,0.11,0.06,0.16
e_1,0.27,0.89,0.17,0.28,0.16,0.11,0.19,0.14,0.34,0.14,0.19,0.17,0.19,0.14,0.07,0.13
d_1,0.25,0.2,0.9,0.15,0.17,0.14,0.21,0.17,0.11,0.35,0.2,0.17,0.21,0.13,0.14,0.15
c_1,0.19,0.21,0.17,0.9,0.37,0.12,0.2,0.14,0.22,0.07,0.09,0.15,0.18,0.08,0.11,0.14
b_1,0.25,0.17,0.24,0.19,0.88,0.24,0.19,0.18,0.16,0.17,0.08,0.14,0.21,0.13,0.14,0.14
a_1,0.27,0.22,0.26,0.24,0.15,0.88,0.19,0.17,0.19,0.17,0.16,0.11,0.2,0.07,0.08,0.12
h_1,0.4,0.32,0.25,0.24,0.21,0.11,0.57,0.24,0.24,0.15,0.19,0.15,0.19,0.15,0.14,0.26
g_1,0.27,0.24,0.4,0.26,0.2,0.13,0.21,0.56,0.19,0.21,0.2,0.29,0.26,0.14,0.18,0.12
d_0,0.32,0.3,0.11,0.47,0.23,0.13,0.24,0.21,0.47,0.14,0.18,0.19,0.23,0.13,0.15,0.17
c_0,0.34,0.23,0.3,0.16,0.15,0.14,0.23,0.25,0.25,0.46,0.44,0.2,0.29,0.19,0.19,0.2
b_0,0.29,0.28,0.28,0.26,0.15,0.09,0.25,0.21,0.28,0.24,0.48,0.22,0.28,0.35,0.16,0.21
f_0,0.18,0.22,0.3,0.24,0.23,0.17,0.26,0.19,0.25,0.27,0.23,0.47,0.29,0.19,0.4,0.23
h_0,0.34,0.25,0.32,0.28,0.2,0.15,0.17,0.28,0.24,0.19,0.21,0.19,0.13,0.16,0.17,0.25
a_0,0.29,0.24,0.36,0.26,0.21,0.08,0.27,0.26,0.22,0.21,0.22,0.22,0.29,0.39,0.16,0.18
e_0,0.3,0.16,0.33,0.3,0.24,0.14,0.3,0.19,0.26,0.19,0.23,0.19,0.27,0.17,0.39,0.2
g_0,0.25,0.28,0.42,0.23,0.16,0.12,0.25,0.21,0.19,0.23,0.21,0.31,0.23,0.17,0.17,0.08
