,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.45,4.22,3.47,4.31,4.75,4.59,0.84,1.35,0.75,0.81,0.73,2.73,0.41,0.68,0.99,0.63
d_1,3.99,0.44,5.83,5.18,4.44,3.57,1.16,0.75,0.78,5.09,0.97,0.8,0.67,1.03,0.74,0.34
e_1,2.36,4.96,0.44,5.07,4.52,4.43,1.38,1.35,1.02,0.85,0.78,1.1,0.78,0.79,4.52,1.2
c_1,4.32,5.28,4.59,0.41,5.42,4.47,1.1,1.42,3.78,0.48,1.03,0.81,0.72,1.05,0.79,0.77
b_1,5.55,5.38,5.3,2.4,0.39,6.04,1.79,1.32,1.39,1.17,3.32,1.24,0.6,1.16,1.03,0.64
a_1,6.99,5.83,7.22,5.71,2.8,0.33,2.62,2.16,1.08,1.22,1.34,1.31,0.99,10.63,1.3,1.3
h_1,5.54,4.81,5.01,5.74,4.62,5.52,0.35,1.42,1.08,1.05,0.9,0.84,1.79,0.95,0.81,0.6
g_1,6.42,5.38,5.37,6.01,6.72,4.7,1.18,0.32,1.2,1.48,1.01,0.87,0.63,1.5,0.99,1.98
c_0,5.85,2.74,5.42,21.2,6.19,5.6,1.8,2.1,0.43,1.79,1.38,1.06,1.02,1.4,1.29,0.78
d_0,6.16,18.41,2.81,5.71,4.59,6.66,2.03,2.77,1.54,0.44,1.28,1.34,0.83,1.09,1.07,1.13
b_0,7.62,4.27,4.19,7.18,24.37,5.62,1.82,1.86,0.7,1.4,0.41,0.96,0.93,1.21,1.14,0.85
f_0,23.93,6.21,6.57,5.41,5.87,5.66,1.68,1.17,1.19,1.22,1.2,0.39,1.03,1.25,1.02,0.55
h_0,6.94,6.41,6.21,7.2,6.39,5.11,4.38,2.29,1.18,1.45,1.35,1.14,1.71,1.25,1.51,0.94
a_0,8.84,5.94,7.0,8.14,6.44,,2.38,1.81,1.15,1.77,0.79,1.23,1.07,0.35,1.66,1.06
e_0,8.35,6.37,16.82,6.5,7.92,6.99,1.84,2.47,1.5,1.26,1.54,0.63,1.09,1.18,0.34,1.1
g_0,10.03,7.58,6.23,6.09,7.02,9.12,1.66,5.07,1.57,2.05,1.6,1.51,0.81,1.35,1.6,2.29
