,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,101.29,82.45,65.29,77.53,101.77,306.57,7767.81,19449.1,18750.02,22970.75,27736.61,23477.24,104729.56,121685.85,179799.17,132085.87
e_1,47.49,108.97,60.68,86.41,103.38,372.12,8713.8,32231.61,19158.48,21963.29,31751.03,43274.19,109941.65,103679.16,204235.35,150984.66
d_1,55.22,51.29,125.81,56.87,99.14,337.04,8120.36,11857.24,16167.44,36485.56,29106.93,33661.74,95056.64,125248.61,147914.7,166026.7
c_1,44.16,44.1,63.18,141.83,149.3,308.99,7397.82,12592.65,16384.55,11267.79,20083.26,34898.85,87454.57,102133.12,145944.79,129737.9
b_1,40.19,42.0,49.15,56.03,186.62,587.52,7577.43,15562.96,14213.39,17806.34,15819.33,27045.37,68504.54,68128.58,145488.14,127747.77
a_1,29.97,29.95,35.74,44.04,38.2,545.5,6697.19,10297.16,11510.67,10713.79,19049.56,16615.57,63608.93,46752.84,83104.11,87637.2
h_1,15.94,13.29,18.3,20.37,23.56,73.99,3501.14,3840.52,5782.08,5023.44,7344.08,8010.87,21081.72,23684.79,54492.29,39649.24
d_0,9.47,8.22,8.89,27.65,24.42,84.29,2016.96,5356.08,3300.1,3549.42,6182.94,7355.38,18512.68,19056.47,41625.22,41666.71
g_1,10.04,10.18,18.49,12.92,19.68,61.37,1504.4,3417.52,6312.55,5215.16,5604.4,10690.75,21322.24,24439.54,27702.4,31176.4
c_0,10.27,11.7,11.21,13.35,16.76,77.23,1703.96,3667.69,3484.5,6259.58,9668.44,7736.55,23101.55,24738.46,35756.86,33823.98
b_0,9.24,9.94,13.09,16.02,14.38,55.86,1660.12,3262.76,3253.95,3731.68,7277.3,5922.46,21119.95,34340.59,29757.98,32901.74
f_0,7.13,7.07,12.01,13.62,19.19,64.73,1574.89,3405.14,2837.74,3858.35,5833.83,8871.14,19185.17,22615.08,24899.13,52559.42
h_0,8.01,6.75,8.96,8.97,13.45,40.15,824.21,2258.63,2620.73,2709.42,3639.05,3977.39,9615.05,14131.77,26992.13,18595.85
a_0,5.33,6.75,8.32,9.24,13.74,37.92,1206.13,2137.8,2040.05,2219.08,2815.67,4142.38,11386.29,20468.68,24531.6,16274.43
g_0,4.77,4.72,9.64,9.07,9.91,36.97,901.97,1877.89,1552.1,2253.73,3243.9,5546.36,8734.01,10788.64,15702.83,17750.33
e_0,5.49,3.57,6.37,9.33,11.93,43.27,915.62,1841.1,1887.5,2220.33,3464.39,3336.26,13453.58,11811.98,18933.66,28385.19
