,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.41,1.01,1.03,1.44,1.19,1.0,2.1,2.55,2.22,3.73,2.74,2.95,3.04,2.7,1.88,3.29
f_1,1.73,2.44,1.06,1.22,0.93,0.82,2.09,1.78,2.01,2.28,2.49,1.29,2.49,2.53,2.31,3.03
d_1,1.03,1.23,2.52,0.88,1.22,1.26,2.11,2.16,3.94,1.7,2.6,2.4,3.47,2.74,2.84,2.45
c_1,1.0,1.11,1.22,2.64,1.9,0.94,1.92,1.91,1.25,2.04,1.81,2.78,2.74,2.65,2.69,3.13
b_1,0.97,1.17,1.2,0.93,2.74,2.06,2.43,2.06,2.38,2.2,1.42,2.87,3.54,1.56,2.63,3.1
a_1,1.22,1.4,1.09,1.13,0.86,3.22,2.48,2.25,2.67,2.72,2.63,2.25,3.37,2.29,2.76,3.57
h_1,1.24,1.62,1.21,1.23,1.04,1.16,3.99,3.19,2.79,2.48,2.69,2.42,1.96,2.9,2.26,4.16
g_1,0.98,1.16,1.75,1.39,1.19,1.19,1.97,4.33,2.77,2.34,2.52,3.84,3.31,2.33,2.6,2.23
c_0,1.35,1.35,1.22,1.06,0.98,1.45,2.56,2.18,3.98,3.01,4.67,2.96,3.53,3.08,3.09,3.44
d_0,1.24,1.28,0.75,2.13,1.27,0.95,2.51,2.44,2.28,3.93,3.34,3.21,3.32,2.47,2.66,3.68
b_0,1.18,1.37,1.43,1.4,0.81,1.12,2.64,2.66,2.45,2.39,4.11,3.02,3.52,5.06,3.02,3.32
f_0,1.05,1.11,1.45,1.36,1.22,1.49,2.61,2.52,2.52,2.71,3.06,4.25,3.81,2.67,4.29,2.61
h_0,1.32,1.64,1.48,1.23,0.97,1.13,1.86,2.76,2.7,2.66,2.84,2.37,2.62,2.1,2.91,4.42
a_0,1.26,1.31,1.33,1.14,1.5,0.64,2.55,2.99,2.63,2.91,2.53,3.23,4.33,4.76,2.68,3.23
e_0,0.88,1.35,1.18,1.44,1.23,1.17,2.97,2.47,2.76,3.27,2.75,2.51,3.3,2.77,4.98,3.66
g_0,1.1,1.1,1.74,1.48,1.27,1.16,1.96,1.93,2.81,2.45,3.33,4.57,2.81,3.25,2.47,2.45
