,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.13,2.86,6.04,6.22,5.12,4.74,1.31,1.51,1.14,1.15,1.02,1.14,0.76,0.97,3.14,0.84
f_1,5.3,1.13,4.72,4.98,4.71,5.48,1.16,2.12,0.87,0.9,1.18,1.85,0.51,1.1,0.77,0.95
d_1,5.95,6.93,1.12,6.36,6.24,4.83,1.61,0.9,0.91,3.11,0.97,1.04,0.72,1.14,0.97,0.5
c_1,4.96,6.29,7.18,1.12,6.41,5.8,1.71,2.06,2.42,0.66,1.32,1.14,0.91,1.31,1.07,0.92
b_1,5.96,6.42,8.55,3.5,1.13,8.72,2.4,2.32,1.91,1.54,2.87,1.54,1.6,1.53,1.39,0.99
a_1,9.8,10.55,7.79,10.16,5.21,1.14,2.92,2.9,2.32,2.19,2.85,2.36,2.05,6.16,2.34,1.67
h_1,20.04,19.39,16.88,20.45,21.25,13.96,1.79,5.98,4.02,3.69,3.94,4.2,4.73,3.15,3.07,3.13
g_1,19.2,26.38,17.8,21.16,24.15,20.58,4.58,1.8,4.71,4.58,4.22,4.81,2.24,4.49,4.1,3.77
c_0,24.78,23.45,10.86,64.83,25.01,22.18,5.99,6.4,2.35,7.6,4.76,4.85,4.1,4.59,5.8,3.07
d_0,13.48,24.74,44.63,22.24,22.25,23.76,7.71,6.76,5.35,2.44,5.17,4.76,3.33,4.59,4.6,3.9
b_0,24.28,26.58,20.36,29.58,49.58,19.76,8.02,6.35,2.96,5.47,2.3,4.72,3.02,4.63,5.24,2.89
f_0,24.45,62.95,23.27,29.02,27.17,24.64,6.27,3.71,4.88,5.09,5.04,2.32,4.37,5.82,7.11,2.59
h_0,28.87,34.83,31.33,30.78,32.48,24.95,15.13,9.36,6.26,5.87,7.17,5.67,6.75,6.07,6.08,4.03
a_0,29.81,41.72,25.06,52.53,42.82,57.03,8.91,11.06,6.09,10.09,3.58,7.09,3.86,2.46,9.92,4.57
e_0,79.72,55.2,36.61,30.47,32.48,37.66,11.62,10.58,7.55,7.43,9.6,4.65,5.4,8.13,2.62,5.42
g_0,37.8,48.49,33.59,49.15,48.72,51.18,7.57,20.86,7.72,10.77,9.15,8.22,4.64,7.43,8.77,8.9
