,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.12,2.46,4.56,4.52,5.11,4.55,1.36,1.76,0.9,1.07,0.88,1.32,0.74,0.82,1.76,0.72
f_1,4.2,1.12,3.9,4.55,4.38,4.75,0.94,1.52,0.85,0.98,0.84,1.44,0.42,0.87,0.91,0.65
d_1,5.01,4.55,1.11,5.98,4.69,3.74,1.13,0.69,0.81,2.47,0.97,0.81,0.62,0.68,0.85,0.44
c_1,4.03,5.29,6.81,1.12,4.87,4.07,1.39,1.8,1.96,0.53,1.26,0.91,0.83,1.07,0.89,0.82
b_1,5.99,7.35,7.35,2.75,1.13,7.28,1.82,1.92,1.73,1.21,2.43,1.41,1.03,1.21,1.2,0.96
a_1,9.05,10.53,10.1,13.2,4.05,1.15,3.38,2.76,1.9,2.41,2.55,2.09,1.59,3.94,1.95,1.59
h_1,14.05,14.97,12.15,17.08,14.22,12.98,1.71,3.97,2.94,3.14,2.85,2.78,3.13,2.75,2.76,1.89
g_1,18.14,20.27,15.86,21.15,18.57,19.61,3.89,1.7,3.41,3.83,3.99,3.35,2.15,3.75,3.15,3.64
c_0,18.7,18.67,10.1,39.43,19.1,22.42,5.57,4.75,2.2,5.24,3.71,3.56,2.58,3.21,3.65,2.62
d_0,10.11,19.82,32.74,17.26,23.25,16.76,6.98,7.33,4.41,2.18,3.49,3.33,2.8,3.78,3.35,3.25
b_0,18.61,19.93,14.98,25.55,35.65,18.97,5.91,6.77,2.35,4.8,2.15,3.63,3.33,3.94,3.41,2.66
f_0,22.01,37.74,19.75,22.65,27.57,21.31,7.64,3.84,4.27,4.51,4.21,2.22,3.09,4.77,4.54,1.94
h_0,27.35,29.08,28.98,31.01,30.04,20.55,14.06,7.72,5.35,6.42,5.43,5.43,6.0,5.31,5.17,4.82
a_0,33.12,36.2,29.71,31.62,44.57,61.64,8.86,10.26,5.9,6.25,3.63,6.9,4.26,2.75,5.72,4.06
e_0,58.23,53.76,31.02,34.34,31.46,31.96,9.43,9.57,6.21,6.25,6.11,3.01,4.1,8.13,2.45,4.41
g_0,34.06,38.57,34.67,39.43,33.42,31.38,6.98,15.61,6.63,7.83,7.38,7.87,3.8,6.95,6.64,7.0
