,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.82,1.02,1.3,1.2,2.79,16.77,32.53,27.34,44.02,37.96,41.57,80.64,89.16,107.95,117.07
f_1,1.21,1.0,0.95,1.26,1.08,3.21,12.09,27.03,26.85,28.71,29.38,40.5,77.14,64.61,89.07,99.87
d_1,0.97,1.07,1.0,0.91,1.25,2.68,13.95,21.52,35.46,30.14,34.71,37.12,64.77,75.22,84.75,82.29
c_1,0.77,0.8,1.09,1.0,1.76,2.47,11.51,19.07,18.26,20.26,25.01,37.24,49.29,69.42,97.08,83.89
b_1,0.83,0.93,0.8,0.57,1.0,3.39,11.16,21.12,23.57,24.68,34.75,30.17,57.66,72.0,77.92,81.2
a_1,0.35,0.31,0.37,0.4,0.29,1.0,5.26,11.72,9.65,10.67,13.3,14.28,24.3,30.69,28.77,35.58
h_1,0.06,0.08,0.07,0.09,0.09,0.19,1.0,2.07,1.87,2.06,2.56,2.53,4.97,5.35,6.42,9.04
g_1,0.03,0.04,0.05,0.05,0.05,0.09,0.48,1.0,0.99,1.15,1.31,2.0,2.77,2.49,3.8,3.32
c_0,0.04,0.04,0.03,0.05,0.04,0.1,0.52,1.09,1.0,1.26,1.51,1.51,3.17,2.99,3.14,3.66
d_0,0.02,0.03,0.03,0.05,0.04,0.1,0.5,0.91,0.8,1.0,1.12,1.28,1.87,2.34,2.71,3.2
b_0,0.03,0.03,0.03,0.04,0.03,0.06,0.38,0.81,0.65,0.94,1.0,1.17,3.35,2.88,2.68,2.98
f_0,0.02,0.03,0.03,0.03,0.03,0.07,0.4,0.5,0.66,0.72,0.85,1.0,1.68,2.3,3.53,1.98
a_0,0.01,0.01,0.01,0.02,0.02,0.04,0.2,0.38,0.33,0.53,0.31,0.61,1.0,1.18,1.23,1.82
h_0,0.01,0.02,0.01,0.01,0.01,0.03,0.18,0.4,0.33,0.43,0.35,0.42,0.82,1.0,1.08,1.35
e_0,0.01,0.01,0.01,0.01,0.01,0.03,0.15,0.28,0.32,0.35,0.37,0.3,0.78,0.92,1.0,0.95
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.12,0.29,0.27,0.3,0.32,0.49,0.56,0.72,1.07,1.0
