,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,7793.19,5802.58,6284.88,8091.96,10637.76,45996.6,6629016.19,12861710.74,18793449.79,20904337.91,28969839.91,39022680.94,155243719.54,143503770.02,159993899.76,500734661.7
e_1,3367.53,9253.25,5369.17,10461.48,11909.96,51312.27,6772172.84,10837677.51,18096844.86,39147499.89,32735308.64,62796677.22,183899424.43,186726659.51,213872148.15,546326456.19
d_1,3436.59,3357.32,19369.15,6220.83,10931.46,59303.06,7040562.19,16756971.71,38884588.25,13829623.55,40186800.05,74923547.4,180447254.57,187833647.49,269768751.1,554436639.91
c_1,2792.95,3015.21,6440.05,25331.69,22030.61,68755.64,6074047.09,14987077.06,13618370.26,18832839.35,24053526.67,65794793.01,164712536.73,149961834.85,289900369.4,445138158.96
b_1,3045.98,2858.03,5962.84,9320.94,42186.02,113294.63,6632807.17,14315150.26,19849962.63,19561308.68,23311815.5,64334944.5,177709660.99,123430548.56,268719530.97,474099590.49
a_1,3273.4,3159.94,7436.5,8334.82,12151.57,290019.06,8193479.62,17693237.12,20612561.32,20211103.25,34464996.24,67848652.93,164159498.32,124681720.88,321316634.62,521493660.86
h_1,4700.84,3693.02,6641.85,8964.67,10588.38,55835.67,15841146.53,22344754.85,23587358.84,20965497.99,40603458.03,69444444.44,158814839.33,202974091.75,343576907.85,707120028.41
g_1,2857.27,3251.1,11687.35,7730.85,12140.78,67411.36,6310176.05,39966228.19,28362592.73,14464002.1,42767508.64,119569359.76,188920163.07,201142660.5,352449769.17,502825481.14
c_0,4104.99,3995.47,8445.34,7242.39,9619.49,53396.87,8330536.22,16129317.29,37899821.86,23747349.38,70524524.8,87186520.38,212612158.13,234490300.14,354030566.3,639755583.86
d_0,3687.27,3704.64,4955.89,16701.02,13922.15,51504.6,7874613.67,14428059.73,15989300.62,36575232.73,42239702.67,62893081.76,216189123.68,176786028.65,285233659.35,529831220.52
b_0,3904.0,3919.79,8406.69,9836.42,7479.42,53445.51,8651925.16,17018601.59,22466058.25,21747572.59,67561621.39,72916666.67,199034820.31,342345106.38,324501120.81,582853618.42
f_0,2531.97,3342.95,7808.88,8863.28,13664.33,73703.08,7931865.32,18297871.47,23382871.66,28854128.91,46042316.29,158203125.0,219654935.87,228433847.77,781805885.41,697082519.53
h_0,4698.13,4168.97,7776.69,8270.84,13976.47,58634.12,4451835.8,19710313.59,20315019.12,19175465.09,35058302.66,64140811.46,136853219.68,184070314.61,309860740.7,673967966.89
a_0,3991.13,3762.39,7669.11,9999.82,15049.98,43279.88,8539505.18,13754180.71,24393578.95,23590127.44,38741200.02,67195595.85,223628332.12,399613791.82,244200350.23,577892244.17
e_0,3812.31,2696.23,8732.38,9474.67,12990.61,48314.05,7839059.15,20494776.13,21776054.38,26183573.69,42941273.21,87573746.31,200068667.97,282330119.33,839417467.04,567011200.22
g_0,2968.82,3491.06,11513.66,9332.86,13322.72,54253.66,6627632.43,12494442.09,23304405.65,20564544.92,38460497.74,107421875.0,188826172.94,191652126.52,394608183.87,437530517.58
