,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.66,1.53,1.16,1.32,1.51,1.07,0.5,0.74,0.5,0.51,0.47,0.9,0.34,0.53,0.44,0.45
e_1,0.9,0.66,1.53,1.63,1.39,1.41,0.78,0.65,0.55,0.63,0.59,0.63,0.47,0.51,0.47,0.9
d_1,1.58,1.49,0.66,1.27,1.34,1.29,0.57,0.48,0.61,0.91,0.55,0.5,0.4,0.44,0.31,0.46
c_1,1.72,1.22,1.71,0.64,1.64,1.28,0.66,0.57,0.71,0.32,0.45,0.49,0.42,0.48,0.43,0.41
b_1,1.6,1.53,1.64,0.99,0.63,1.76,0.84,0.74,0.66,0.54,0.87,0.51,0.48,0.48,0.47,0.54
a_1,2.16,1.61,1.81,2.15,1.08,0.57,0.84,0.88,0.51,0.69,0.69,0.54,0.59,1.01,0.44,0.63
h_1,2.54,2.06,2.17,2.32,1.84,1.92,0.58,1.07,0.81,0.79,0.82,0.67,0.79,0.69,0.66,0.7
g_1,2.32,2.5,2.4,2.6,2.28,1.98,0.81,0.55,0.8,0.7,0.75,0.96,0.53,0.72,0.75,0.71
c_0,2.77,2.34,1.45,4.12,2.2,2.45,0.99,1.05,0.63,1.07,1.02,0.86,0.69,0.93,0.67,0.82
d_0,2.42,1.51,2.96,3.14,2.59,2.08,1.1,1.3,0.82,0.64,0.89,0.79,0.7,0.98,0.75,0.81
b_0,2.83,2.61,2.13,3.4,3.25,1.89,1.1,1.02,0.58,0.89,0.59,0.8,0.74,0.97,0.72,0.87
f_0,3.33,2.44,2.5,2.33,2.55,2.4,1.32,0.81,0.84,0.94,0.91,0.6,0.7,0.8,0.57,0.9
h_0,3.04,2.63,2.64,3.14,2.52,2.15,1.63,1.35,0.99,1.11,0.97,1.02,1.11,0.87,0.87,0.77
a_0,2.77,2.7,3.1,3.28,3.35,3.11,1.37,1.36,0.95,1.07,0.64,0.98,0.71,0.56,0.81,0.93
g_0,3.21,2.73,3.22,3.02,2.97,2.73,0.98,1.62,1.03,1.12,1.01,1.11,0.66,0.93,1.09,1.13
e_0,4.07,3.98,2.9,3.07,3.1,2.58,1.23,1.2,1.03,0.96,0.92,0.55,1.17,1.18,0.68,0.56
