,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.3,0.85,0.91,0.9,0.64,0.4,0.41,0.36,0.38,0.44,0.29,0.3,0.25,0.27,0.27
e_1,0.77,1.0,0.94,1.02,0.87,0.79,0.48,0.52,0.61,0.41,0.38,0.43,0.36,0.35,0.29,0.32
d_1,1.18,1.06,1.0,0.94,0.87,0.64,0.54,0.33,0.48,0.6,0.41,0.39,0.38,0.36,0.38,0.27
c_1,1.1,0.98,1.06,1.0,1.25,0.68,0.52,0.5,0.34,0.37,0.37,0.32,0.41,0.34,0.31,0.29
b_1,1.11,1.15,1.14,0.8,1.0,1.28,0.62,0.4,0.49,0.53,0.62,0.44,0.38,0.32,0.35,0.35
a_1,1.57,1.26,1.55,1.47,0.78,1.0,0.78,0.81,0.6,0.56,0.58,0.61,0.46,0.42,0.46,0.45
h_1,2.6,1.94,1.91,1.89,1.71,1.24,1.0,0.99,0.82,0.92,0.92,0.75,0.75,0.59,0.63,0.78
g_1,2.4,1.91,2.93,2.13,2.38,1.29,1.01,1.0,0.85,0.8,0.92,1.06,0.7,0.77,0.67,0.55
d_0,2.85,1.55,2.09,3.12,2.16,1.68,1.24,1.08,1.0,0.74,0.95,0.89,0.85,0.82,0.72,0.82
c_0,2.58,2.57,1.69,3.14,1.99,1.75,1.15,1.3,1.31,1.0,1.5,0.89,1.04,0.97,0.66,0.81
b_0,2.4,2.64,2.3,2.58,1.91,1.69,1.09,1.08,1.14,0.68,1.0,0.85,0.86,1.22,0.71,0.75
f_0,3.4,2.31,2.65,3.08,2.16,1.71,1.32,0.91,1.07,1.14,1.1,1.0,0.97,1.02,1.15,0.71
h_0,3.33,2.77,2.69,2.43,2.46,2.05,1.28,1.49,1.22,0.91,1.16,1.11,1.0,0.84,0.88,0.96
a_0,3.84,2.77,2.61,3.03,3.08,2.13,1.75,1.36,1.23,1.02,0.86,0.97,1.17,1.0,1.05,1.02
e_0,3.91,3.36,2.54,3.21,2.97,2.23,1.62,1.5,1.29,1.42,1.41,0.88,1.14,0.92,1.0,0.87
g_0,3.62,3.05,3.65,3.44,2.75,2.06,1.29,1.72,1.24,1.21,1.41,1.36,1.06,0.94,1.11,1.0
