,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,97.91,8.97,19.22,21.89,23.35,50.54,2296.95,7204.24,4085.8,4839.6,7569.55,8128.57,14501.46,16411.98,,58437.3
f_1,19.58,99.26,19.35,16.49,23.46,43.29,1963.68,3904.46,3746.14,4926.86,7672.73,,16567.52,21098.11,32263.1,62087.49
c_1,7.97,8.85,150.41,17.88,31.77,74.81,2086.26,3342.03,3705.96,,5014.59,6293.55,12927.45,18689.25,28622.6,49082.98
d_1,7.36,12.9,13.22,157.93,21.79,52.63,2179.39,,3122.39,5705.03,5580.48,5790.92,15928.63,20804.28,22002.83,29515.88
b_1,9.67,8.36,15.47,16.29,197.81,78.38,1382.35,2690.19,2240.84,3565.0,,5856.01,18246.82,13348.28,17822.41,40043.17
a_1,8.66,7.57,10.68,12.46,11.56,424.13,1254.79,2168.45,2749.88,2477.8,2872.68,3968.87,8792.54,,,29081.06
h_1,4.57,6.99,7.69,8.27,11.84,23.86,3442.49,1583.13,2024.04,1979.88,2672.34,3019.12,,12309.55,10088.36,20491.95
d_0,3.17,5.02,12.87,,12.44,24.6,1038.68,3986.6,1315.97,2019.85,2916.95,3403.73,9385.05,9127.53,13594.92,21634.78
g_1,3.15,3.87,5.22,10.33,11.8,18.76,489.03,1793.73,5194.6,2132.15,3317.87,2790.8,6746.95,,8916.69,
c_0,4.38,4.2,,8.12,8.34,27.66,837.78,1266.83,1115.25,4800.05,5412.06,2860.69,8332.91,8238.77,11695.15,21632.36
b_0,4.19,3.62,6.26,6.81,,27.49,1150.43,1017.88,1101.28,1231.83,6654.53,2429.41,6013.02,13109.23,8108.7,24707.91
f_0,3.46,,6.52,6.81,10.08,22.57,644.99,1529.02,1034.06,1233.48,2993.8,7138.03,5874.15,6938.11,21964.63,12841.86
h_0,4.23,5.45,6.76,6.05,7.81,23.6,,1083.13,1168.71,1160.18,2771.34,3092.0,,5316.08,10702.56,17101.64
a_0,2.78,2.85,4.72,4.7,5.8,,459.02,1003.25,,1128.48,1297.75,2408.33,5024.13,16888.96,8091.71,9357.16
e_0,,2.2,3.98,4.46,6.2,,585.25,837.57,843.41,744.43,1639.86,1311.44,5031.05,4795.61,22415.73,
g_0,2.66,1.75,3.42,5.89,6.64,13.58,555.68,818.36,,1058.98,1043.5,3194.87,5447.02,6169.38,,
