,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.42,0.87,0.76,0.82,0.76,0.76,0.31,0.46,0.37,0.33,0.31,0.52,0.25,0.34,0.31,0.35
e_1,0.55,0.41,0.85,0.97,0.82,0.73,0.54,0.44,0.44,0.38,0.39,0.51,0.37,0.38,0.5,0.39
d_1,0.86,0.94,0.39,0.74,0.83,0.75,0.43,0.3,0.53,0.42,0.35,0.35,0.3,0.38,0.4,0.21
c_1,0.86,0.66,0.97,0.38,0.95,0.73,0.49,0.45,0.22,0.41,0.36,0.32,0.28,0.36,0.36,0.28
b_1,0.97,0.76,0.83,0.48,0.36,1.02,0.43,0.53,0.38,0.44,0.67,0.36,0.35,0.34,0.44,0.31
a_1,0.96,0.9,0.88,0.98,0.45,0.3,0.47,0.42,0.42,0.4,0.42,0.33,0.35,0.52,0.4,0.4
h_1,0.8,0.72,0.62,0.72,0.74,0.67,0.25,0.46,0.33,0.3,0.32,0.3,0.33,0.33,0.28,0.32
g_1,0.74,0.73,0.73,0.78,0.74,0.81,0.3,0.23,0.33,0.31,0.28,0.33,0.2,0.27,0.29,0.26
d_0,0.71,0.43,0.97,1.03,0.86,0.71,0.48,0.5,0.25,0.26,0.33,0.31,0.29,0.33,0.3,0.34
c_0,0.77,0.69,0.47,1.21,0.69,0.69,0.44,0.42,0.46,0.25,0.38,0.36,0.28,0.36,0.31,0.28
b_0,0.71,0.71,0.67,0.91,0.95,0.69,0.36,0.46,0.31,0.2,0.23,0.3,0.27,0.37,0.25,0.27
f_0,0.91,0.67,0.68,0.78,0.77,0.75,0.42,0.3,0.33,0.29,0.32,0.21,0.3,0.36,0.32,0.19
h_0,0.78,0.63,0.65,0.78,0.78,0.61,0.5,0.43,0.32,0.3,0.31,0.3,0.32,0.3,0.3,0.27
a_0,0.71,0.71,0.66,0.73,1.19,0.87,0.34,0.46,0.29,0.26,0.19,0.31,0.3,0.2,0.34,0.27
e_0,0.91,0.84,0.62,0.79,0.63,0.6,0.43,0.37,0.37,0.31,0.35,0.2,0.26,0.33,0.19,0.3
g_0,0.68,0.69,0.74,0.82,0.77,0.59,0.3,0.49,0.32,0.28,0.32,0.36,0.24,0.38,0.32,0.29
