,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.65,1.06,0.92,0.91,0.84,0.78,0.34,0.43,0.33,0.35,0.33,0.36,0.24,0.3,0.29,0.3
e_1,0.69,0.65,0.95,0.99,1.02,0.87,0.47,0.49,0.45,0.38,0.38,0.46,0.28,0.33,0.37,0.29
d_1,1.08,1.02,0.64,0.95,0.91,0.85,0.41,0.32,0.43,0.36,0.37,0.32,0.26,0.3,0.3,0.2
c_1,0.97,0.85,1.16,0.63,1.1,0.89,0.45,0.41,0.24,0.41,0.3,0.35,0.28,0.31,0.33,0.26
b_1,1.19,1.02,1.18,0.69,0.61,1.21,0.54,0.5,0.37,0.48,0.55,0.37,0.35,0.35,0.41,0.32
a_1,1.34,1.36,1.24,1.18,0.7,0.56,0.59,0.59,0.52,0.53,0.62,0.44,0.4,0.6,0.47,0.39
h_1,1.7,1.45,1.54,1.66,1.31,1.16,0.54,0.73,0.61,0.55,0.58,0.52,0.53,0.52,0.54,0.49
g_1,1.78,1.54,1.56,1.86,1.56,1.42,0.6,0.51,0.63,0.52,0.59,0.68,0.42,0.54,0.53,0.48
d_0,1.75,1.23,2.01,2.11,1.72,1.44,0.84,0.9,0.55,0.6,0.62,0.65,0.55,0.67,0.62,0.55
c_0,1.95,1.8,1.24,2.28,1.71,1.45,0.86,0.77,0.86,0.53,0.76,0.65,0.55,0.71,0.56,0.52
b_0,1.89,1.7,1.45,2.58,1.8,1.41,0.78,0.75,0.7,0.42,0.53,0.61,0.51,0.79,0.61,0.51
f_0,2.12,1.63,1.88,2.17,1.78,1.5,0.84,0.65,0.77,0.64,0.68,0.53,0.58,0.66,0.69,0.39
h_0,2.22,1.92,1.82,2.16,2.02,1.77,0.98,0.9,0.79,0.66,0.71,0.66,0.65,0.62,0.6,0.62
a_0,2.15,2.01,1.99,2.3,2.47,1.75,0.96,0.89,0.75,0.59,0.47,0.69,0.62,0.53,0.77,0.57
e_0,2.44,2.3,2.01,2.28,2.02,1.73,1.01,0.88,0.72,0.74,0.7,0.48,0.66,0.62,0.5,0.5
g_0,2.19,2.13,2.25,2.24,2.04,1.78,0.84,1.09,0.81,0.74,0.81,0.83,0.54,0.7,0.74,0.69
