,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.49,0.27,0.15,0.18,0.18,0.18,0.17,0.16,0.19,0.15,0.18,,0.23,0.14,0.14,0.21
e_1,0.14,1.5,0.13,0.15,0.16,0.13,0.25,0.19,0.17,0.28,0.22,0.2,0.27,0.13,,0.21
d_1,0.17,0.17,1.53,0.14,0.14,0.12,0.19,0.35,0.13,,0.21,0.26,0.25,0.15,0.18,0.15
c_1,0.18,0.18,0.22,1.54,0.25,0.11,0.19,,0.16,0.16,0.22,0.22,0.23,0.11,0.11,0.22
b_1,0.17,0.18,0.15,0.15,1.57,,0.19,0.19,0.25,0.18,,0.19,0.27,0.15,0.17,0.19
a_1,0.13,0.16,0.19,0.21,,1.74,0.28,0.29,0.26,0.23,0.19,0.14,0.29,,,
h_1,0.57,0.33,0.4,0.39,0.44,0.33,1.64,0.41,0.35,0.49,0.57,0.42,,0.28,0.31,0.54
c_0,0.54,0.56,0.41,,0.5,0.28,0.55,1.43,0.38,0.5,0.76,0.55,0.53,0.54,0.53,0.43
g_1,0.39,0.37,0.64,0.41,0.28,0.27,0.5,0.62,1.75,0.39,0.36,0.59,0.42,0.57,,
d_0,0.62,0.47,,0.79,0.44,0.4,0.5,0.61,0.52,1.42,0.49,0.37,0.57,0.42,0.34,0.59
b_0,0.58,0.54,0.47,0.41,,0.34,0.35,0.48,0.5,0.59,1.49,0.55,0.61,0.8,0.39,0.78
f_0,,0.46,0.4,0.53,0.52,0.45,0.54,0.51,0.49,0.67,0.46,1.48,0.59,0.46,0.97,0.48
h_0,0.67,0.48,0.55,0.49,0.52,0.43,,0.77,0.82,0.97,0.75,0.59,,0.65,0.6,0.98
a_0,0.54,0.62,0.49,0.57,0.41,,0.6,0.64,0.41,0.67,0.45,0.54,0.5,1.65,0.55,0.51
e_0,0.53,,0.41,0.55,0.52,,0.7,0.55,,0.69,0.63,0.35,0.57,0.5,1.7,0.74
g_0,0.48,0.39,0.99,0.56,0.55,,0.88,0.83,,0.72,0.41,1.12,0.52,0.66,0.53,
