,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.44,1.16,2.02,2.19,2.17,2.17,0.72,0.62,0.46,0.4,0.43,0.46,0.36,0.43,0.89,0.3
f_1,1.89,0.44,1.67,2.24,1.98,1.88,0.4,0.72,0.43,0.38,0.36,0.98,0.19,0.35,0.49,0.28
d_1,2.29,2.28,0.42,2.11,2.12,1.91,0.5,0.36,0.95,0.38,0.42,0.36,0.32,0.4,0.35,0.19
c_1,1.82,2.09,3.07,0.41,1.92,2.33,0.55,0.69,0.24,0.86,0.44,0.37,0.33,0.38,0.34,0.41
b_1,2.32,2.55,2.44,1.13,0.39,2.33,0.74,0.77,0.56,0.62,1.13,0.47,0.36,0.51,0.5,0.29
a_1,2.71,3.7,2.6,2.84,1.45,0.33,0.96,0.66,0.66,0.64,0.81,0.55,0.38,2.81,0.61,0.46
h_1,3.24,4.32,2.69,3.87,3.24,2.89,0.33,1.11,0.7,0.59,0.69,0.63,0.77,0.6,0.45,0.49
g_1,4.28,4.16,3.12,4.07,3.51,3.12,0.85,0.3,0.98,0.73,0.73,0.69,0.43,0.82,0.52,0.77
d_0,1.9,3.91,6.86,3.98,4.05,3.49,1.24,1.35,0.38,0.73,0.82,0.71,0.52,0.71,0.88,0.65
c_0,4.59,4.51,2.03,7.96,3.97,3.23,1.12,1.04,1.03,0.38,0.82,0.87,0.55,0.69,0.84,0.63
b_0,3.51,3.84,3.36,6.18,11.23,3.78,1.18,0.99,0.91,0.4,0.35,0.61,0.72,0.83,0.86,0.69
f_0,4.02,8.08,4.14,4.99,4.59,2.97,1.49,0.74,0.73,0.68,0.77,0.35,0.64,1.1,0.81,0.46
h_0,4.06,4.41,4.32,4.87,4.54,4.39,1.94,1.33,0.99,1.07,0.83,0.85,1.11,0.82,0.87,0.68
a_0,4.58,4.86,4.51,5.6,5.56,8.09,1.7,1.56,1.17,0.99,0.5,1.09,0.74,0.31,0.97,0.75
e_0,8.97,6.35,4.99,4.36,5.07,4.06,1.54,1.49,1.0,0.97,0.98,0.46,0.88,1.2,0.31,0.77
g_0,5.27,5.26,4.97,5.21,5.68,5.32,1.01,2.19,1.05,1.06,1.03,0.96,0.59,1.0,1.04,1.13
