,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.76,1.74,1.82,1.38,1.35,1.44,6.44,12.7,5.69,6.75,7.57,7.85,10.4,6.73,4.38,11.73
f_1,2.79,5.78,1.45,1.29,1.41,1.21,4.92,6.91,5.14,6.17,7.23,3.0,11.22,7.61,5.81,10.88
c_1,1.2,1.33,6.81,1.37,2.98,1.75,5.46,7.64,6.21,2.91,5.19,7.64,9.11,6.29,7.88,10.42
d_1,1.39,1.8,1.14,7.0,1.41,1.41,6.22,3.29,6.02,13.58,8.65,7.6,11.67,9.63,8.28,9.62
b_1,1.36,1.37,1.83,1.65,7.53,2.99,4.52,5.9,4.44,4.93,2.65,6.91,12.31,4.76,6.99,10.47
a_1,1.45,1.52,1.64,1.92,1.36,10.17,5.61,6.32,6.53,6.81,8.41,6.88,10.48,4.32,7.21,10.8
h_1,1.79,2.82,1.77,1.77,1.6,1.32,16.93,7.44,7.31,8.43,8.84,9.23,8.07,11.07,8.87,15.11
d_0,1.57,1.95,3.62,0.93,2.26,1.52,6.97,15.8,5.73,6.14,8.22,10.01,13.79,8.49,10.87,13.35
g_1,1.47,1.72,1.69,3.11,1.93,1.39,6.7,8.92,19.5,9.83,10.23,12.54,12.52,9.54,11.26,8.24
c_0,1.92,2.17,1.18,2.35,1.11,1.53,8.15,7.61,7.32,17.57,20.53,9.75,14.85,12.39,10.51,14.98
b_0,1.99,1.99,1.88,2.11,0.89,1.76,9.37,8.34,6.93,8.27,19.01,11.0,12.17,21.11,10.7,16.7
f_0,1.43,1.26,1.96,2.09,1.9,2.47,6.75,9.38,7.57,9.48,12.0,20.09,14.08,11.99,22.32,14.42
h_0,1.93,2.81,1.86,1.83,1.75,1.67,3.76,7.48,8.4,6.97,10.45,8.6,8.52,9.82,10.35,17.96
a_0,1.99,1.97,2.25,1.89,1.46,1.24,7.1,9.91,6.57,8.76,10.12,9.66,16.87,24.33,12.45,14.18
e_0,1.01,2.05,2.14,1.98,2.1,1.92,7.08,7.9,7.24,9.89,11.31,9.92,15.91,10.52,27.62,15.62
g_0,1.94,1.39,1.55,3.26,2.24,1.79,6.8,7.44,5.23,7.72,9.02,14.97,14.54,8.94,10.63,9.61
