,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.3,1.19,1.04,0.81,1.12,0.98,0.96,0.99,0.9,0.99,,0.8,0.96,0.76,1.09
e_1,0.77,1.0,0.82,1.04,0.99,1.09,1.03,0.93,0.96,1.37,0.9,1.04,1.1,1.18,,1.1
d_1,0.84,1.22,1.0,1.0,0.98,1.22,1.16,0.86,1.3,,0.85,1.08,0.85,0.98,0.9,0.9
c_1,0.97,0.96,1.0,1.0,1.25,1.1,1.17,1.02,,0.75,1.12,1.08,1.1,0.77,1.29,0.87
b_1,1.23,1.01,1.02,0.8,1.0,1.06,0.93,0.98,1.13,0.87,,1.2,0.92,1.0,,0.95
a_1,0.89,0.92,0.82,0.91,0.94,1.0,1.26,1.16,1.25,1.27,1.21,0.81,0.91,,,1.14
h_1,1.02,0.97,0.86,0.86,1.07,0.79,1.0,1.57,0.89,0.87,1.06,0.94,,1.11,0.91,1.28
g_1,1.04,1.07,1.16,0.98,1.02,0.86,0.64,1.0,1.23,1.0,1.05,1.46,0.83,1.13,0.68,
c_0,1.01,1.04,0.77,,0.89,0.8,1.12,0.81,1.0,1.16,1.34,1.25,0.95,0.8,1.04,1.2
d_0,1.11,0.73,,1.33,1.15,0.78,1.15,1.0,0.86,1.0,0.9,0.88,1.37,0.89,0.85,1.06
b_0,1.01,1.11,1.18,0.89,,0.83,0.94,0.95,0.75,1.11,1.0,1.0,1.03,1.58,1.13,0.8
f_0,,0.96,0.92,0.93,0.83,1.24,1.07,0.69,0.8,1.13,1.0,1.0,1.35,,1.58,0.98
h_0,1.25,0.91,1.17,0.91,1.09,1.1,,1.2,1.05,0.73,0.97,0.74,,0.89,1.15,0.9
a_0,1.04,0.85,1.02,1.31,1.0,,0.9,0.89,1.25,1.12,0.63,,1.12,1.0,,1.11
e_0,1.31,,1.11,0.77,,,1.1,1.47,0.97,1.18,0.89,0.63,0.87,,1.0,
g_0,0.92,0.91,1.11,1.15,1.05,0.87,0.78,,0.84,0.94,1.25,1.02,1.11,0.9,,
