,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10651.87,6156.24,6317.58,13697.67,15058.14,61906.27,7792411.26,14109689.98,27818177.21,20034324.81,37250464.23,43546060.65,287758795.88,188301216.35,182263855.26,753580257.21
f_1,7665.2,13155.89,7614.82,10744.07,12786.8,56338.27,7589209.9,12015883.04,17413028.1,19542341.43,35716703.0,28346234.97,250888402.59,182144166.87,141598602.25,721241207.86
d_1,5078.64,6449.37,18454.14,8826.82,13041.73,66966.23,7651025.17,13605041.75,13603673.42,35839488.68,49266720.95,41736785.85,277679772.46,207769323.68,221011029.05,785851516.56
c_1,4388.03,5937.24,7017.67,27336.87,22993.25,67568.92,8801727.22,11210241.58,16267854.6,12517139.21,27542555.28,41927703.98,248460611.33,174831317.55,195465969.29,756985031.38
b_1,4736.87,6655.6,7575.45,10725.04,35269.9,114832.78,8446689.21,13166782.15,16539356.43,19931519.98,26245573.61,47058576.92,243885295.12,149831614.72,234704293.28,679508103.07
a_1,4982.23,6307.13,8214.73,12453.89,11420.16,235869.88,8698034.35,15619766.62,19646392.23,20858383.24,41309210.07,46090031.47,279076116.04,188256496.23,229435825.6,852379786.29
h_1,4899.89,8117.73,9248.36,10998.8,14997.32,54767.87,15022677.61,19007821.64,16183174.97,21722443.04,37397180.92,44580452.56,222185245.85,185497450.3,211155776.58,1034628063.8
g_1,4630.54,5875.17,12269.67,10198.99,14755.02,57475.54,8238754.79,28158162.98,15814519.67,23871241.7,39940027.15,64104093.06,271706148.18,204103489.78,262264236.7,683802968.72
d_0,4762.84,6267.33,5965.58,20219.17,16585.24,75709.9,8686745.8,14185640.29,27004793.72,15423467.76,38850328.52,47185845.48,287960988.3,201104418.1,205732543.73,746923242.76
c_0,5415.03,7224.37,9675.67,9734.96,11838.29,68331.87,8145944.24,15284477.99,19462146.5,35266780.28,73007094.88,45231211.01,330539927.54,280577819.41,226913060.68,913088037.51
b_0,5679.34,6884.67,9255.89,12736.31,12228.09,54808.79,8734455.01,16597064.42,20570453.15,25363330.45,63374084.0,50237571.54,327071074.45,366618712.93,236767705.08,874111355.76
f_0,4756.02,5406.59,9710.76,13078.08,13941.12,73658.32,10266847.06,14891064.51,21700576.47,23725399.19,43074149.42,69339367.4,308349834.5,233077621.55,457035794.34,984379744.36
h_0,5744.66,8111.3,9464.41,11024.14,14499.47,62427.46,7127408.0,17808094.24,16267232.73,23581897.19,34370511.06,45627976.02,232863189.55,209613480.16,188513449.39,1079993121.4
a_0,5626.99,7319.47,9560.25,10529.74,13656.69,59705.4,9014113.66,14524818.75,18590908.4,24278791.62,45899122.3,41810242.83,336884740.07,402508321.55,234544720.5,814560887.92
e_0,4397.22,7284.94,10377.43,10283.5,14242.02,75318.63,10036856.65,14711034.37,17873429.81,25404092.09,47148248.68,52755136.61,303156604.08,209693921.29,459824543.51,1016979569.25
g_0,4547.85,5837.68,12390.45,11269.57,14468.3,63665.14,7957095.19,13182615.22,15535908.89,25653558.61,41129427.04,66708693.51,293994261.85,204330692.18,276970564.09,690213785.77
