,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.08,2.43,2.35,2.26,2.26,2.24,0.57,0.44,0.41,0.59,0.44,0.41,0.43,0.29,0.42,0.2
f_1,2.19,1.08,2.18,2.38,2.33,2.18,0.51,0.74,0.51,0.49,0.48,0.63,0.43,0.26,0.5,0.35
e_1,2.56,1.69,1.1,3.18,2.59,2.57,0.81,0.8,0.54,0.55,0.59,0.7,0.56,0.37,0.71,0.43
c_1,3.45,3.04,2.14,1.09,2.47,2.28,0.8,0.84,0.77,0.31,0.5,0.55,0.49,0.37,0.49,0.38
b_1,3.7,3.55,3.12,1.9,1.11,2.69,1.14,1.01,0.86,0.63,0.87,0.68,0.67,0.53,0.58,0.55
a_1,4.69,5.49,4.66,3.59,2.27,1.12,1.52,1.51,1.15,0.86,1.16,0.93,1.12,0.7,1.01,0.79
h_1,8.75,9.23,9.27,9.2,9.72,7.09,1.48,2.37,1.9,1.97,1.92,1.79,1.81,1.7,1.67,1.25
g_1,12.19,11.78,11.97,11.47,10.48,9.64,2.59,1.55,2.3,2.51,2.3,2.03,2.02,1.26,1.85,1.78
c_0,7.72,12.26,11.68,20.76,12.42,12.16,3.27,3.34,1.7,3.99,2.47,2.23,2.46,1.83,2.36,1.52
d_0,15.84,12.06,8.0,14.02,12.54,11.65,3.76,4.17,2.82,1.92,2.86,3.14,3.12,2.0,2.88,1.87
b_0,10.12,14.37,11.93,18.89,19.44,13.4,3.38,3.23,1.68,3.33,1.81,2.7,2.41,1.96,2.56,1.82
f_0,13.7,20.03,16.24,15.93,15.88,11.79,3.9,2.55,2.92,3.38,2.84,1.8,2.85,2.05,2.77,1.54
a_0,15.64,17.79,17.64,20.49,20.02,20.6,5.57,3.95,3.25,3.94,2.2,3.75,2.12,2.4,3.68,2.97
h_0,17.38,20.59,18.23,18.78,16.87,17.17,6.7,4.77,4.56,3.91,3.69,3.75,3.21,3.6,3.15,2.76
e_0,20.07,28.41,23.44,22.22,21.81,15.78,5.3,4.3,4.06,4.9,4.35,2.25,4.05,3.45,2.02,2.47
g_0,22.21,25.28,22.94,20.35,22.36,19.38,4.82,6.65,5.01,4.61,4.77,4.05,4.29,2.87,3.87,3.66
