,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
f_1,1.0,1.28,0.9,0.96,0.83,0.73,0.59,0.64,0.66,0.58,0.55,0.67,0.45,0.55,0.47,0.59
e_1,0.78,1.0,0.97,1.04,1.01,0.8,0.71,0.75,0.92,0.67,0.77,0.74,0.63,0.64,0.68,0.59
d_1,1.11,1.04,1.0,0.9,0.86,0.78,0.69,0.6,0.73,0.83,0.59,0.59,0.62,0.54,0.65,0.45
c_1,1.05,0.96,1.1,1.0,1.32,0.79,0.69,0.71,0.46,0.41,0.64,0.5,0.57,0.59,0.58,0.54
b_1,1.19,0.99,1.15,0.76,1.0,1.31,0.88,0.76,0.75,0.64,0.61,0.68,0.72,0.47,0.61,0.55
a_1,1.37,1.27,1.27,1.26,0.76,1.0,0.83,0.76,0.63,0.88,0.81,0.83,0.79,0.66,0.66,0.64
h_1,1.66,1.38,1.48,1.43,1.13,1.19,1.0,1.1,0.95,0.77,0.78,0.86,0.78,0.8,0.7,0.9
g_1,1.54,1.37,1.71,1.49,1.31,1.21,0.92,1.0,0.87,0.96,1.14,0.87,0.64,0.99,0.93,0.67
d_0,1.55,1.13,1.49,2.19,1.29,1.63,1.09,1.18,1.0,0.83,1.09,0.84,0.89,0.96,0.66,0.94
c_0,1.77,1.46,1.21,2.08,1.45,1.19,1.29,1.05,1.19,1.0,0.91,1.42,1.0,1.08,0.99,0.83
f_0,1.65,1.26,1.66,1.68,1.59,1.32,1.27,0.88,0.91,1.07,1.0,0.83,1.02,0.89,1.3,0.81
b_0,1.57,1.34,1.54,2.1,1.63,1.2,1.15,1.09,1.13,0.71,1.16,1.0,1.02,1.5,0.84,0.93
h_0,2.22,1.63,1.59,1.69,1.4,1.23,1.34,1.61,1.11,1.0,1.0,1.02,1.0,0.93,0.8,1.18
a_0,1.68,1.53,2.0,1.75,2.1,1.3,1.27,1.05,1.05,0.91,1.16,0.71,1.06,1.0,1.09,1.06
e_0,2.04,1.67,1.54,1.63,1.72,1.59,1.44,1.01,1.49,1.01,0.79,1.17,1.3,0.98,1.0,0.79
g_0,1.74,1.64,2.13,1.92,1.82,1.52,1.12,1.49,1.07,1.22,1.28,1.1,0.87,0.99,1.23,1.0
