,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,112.64,90.33,61.55,73.58,77.35,306.0,8699.19,15269.86,17489.72,19562.94,28770.84,34487.92,77951.29,88027.15,86429.04,171680.07
e_1,48.8,119.84,52.72,76.4,98.99,285.9,10886.49,14915.67,19225.35,33126.0,32880.14,54169.62,94148.11,104607.44,99806.33,176472.22
d_1,60.45,58.72,127.9,58.51,79.55,304.47,10136.0,14161.61,28487.59,12590.41,33939.6,59924.89,83329.5,100384.96,116759.73,152087.3
c_1,45.81,55.42,62.2,134.86,140.88,253.95,8293.43,11496.18,9655.21,15240.47,20547.25,43258.79,74671.96,96362.62,96204.39,159580.21
b_1,52.15,42.8,64.5,52.21,167.84,388.79,7958.37,13028.5,17580.41,17382.76,18242.75,44670.13,62259.99,102828.52,128440.57,161434.28
a_1,35.03,33.08,39.23,42.79,40.98,454.02,6719.63,10005.01,12316.72,12498.04,18846.58,30788.69,33577.44,64048.59,76731.68,114908.44
h_1,17.57,13.47,18.5,16.4,21.4,60.61,3949.54,5015.44,4952.56,4590.4,7802.08,11574.85,17487.42,19919.85,28121.4,54073.59
g_1,12.52,10.87,19.25,15.68,16.13,57.68,1760.65,5829.3,3292.11,3591.37,6256.75,15694.46,16240.42,18855.0,31737.05,29460.75
c_0,13.26,11.73,13.11,12.54,13.59,59.0,2408.94,3985.39,5764.77,4346.83,10800.47,11403.73,21603.38,23189.78,28911.33,36528.41
d_0,11.14,10.39,9.16,22.66,18.73,58.17,2402.03,3344.02,2885.54,5724.77,6128.32,10295.31,16092.74,20689.76,22585.02,38750.0
b_0,11.67,10.64,12.87,13.99,10.59,42.3,1775.3,2970.36,2989.27,3563.43,7989.15,10111.03,28187.85,20410.59,21561.51,29588.81
f_0,7.47,8.35,10.29,11.81,13.25,45.22,1562.68,2467.34,3133.15,2953.96,4595.41,11790.17,13463.59,17320.63,32020.82,23519.69
a_0,7.71,6.4,9.53,8.94,12.85,25.93,1562.38,2202.42,2336.41,2473.92,3339.39,6568.52,17044.17,15808.34,17676.83,21998.28
h_0,9.83,7.15,9.46,8.19,8.89,39.51,1053.66,2766.91,2312.94,2459.36,4030.66,6147.44,9434.37,10093.62,15741.25,25695.19
e_0,7.83,3.92,8.43,9.27,8.28,33.65,1400.54,1927.03,2065.62,2413.49,3512.72,5300.7,9572.62,11457.86,24303.37,21435.95
g_0,5.09,5.26,11.07,7.0,8.73,30.72,1028.34,1514.9,2108.76,1693.53,3352.18,7871.82,9657.09,9163.6,13502.48,15288.77
