,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.85,1.13,1.68,1.67,3.94,25.45,28.64,40.01,29.68,40.83,51.99,73.12,102.19,91.59,137.72
f_1,1.17,1.0,1.17,1.32,1.63,4.13,19.38,29.38,24.9,22.9,38.89,32.27,56.03,65.3,76.53,132.03
d_1,0.88,0.86,1.0,1.11,1.37,3.77,17.96,19.57,26.08,34.12,36.32,37.02,55.07,59.22,83.65,78.64
c_1,0.6,0.76,0.9,1.0,1.75,3.24,16.66,19.99,14.22,16.22,23.22,31.45,46.53,50.9,65.98,79.19
b_1,0.6,0.62,0.74,0.57,1.0,3.87,12.78,15.11,15.37,19.17,24.33,25.82,38.93,36.41,43.63,69.5
a_1,0.25,0.24,0.27,0.31,0.27,1.0,6.65,6.35,7.36,7.52,10.13,12.99,16.4,19.35,25.86,26.23
h_1,0.04,0.05,0.06,0.06,0.07,0.15,1.0,1.29,1.0,1.11,1.65,1.88,2.44,2.54,3.66,5.7
g_1,0.04,0.03,0.05,0.05,0.06,0.15,0.78,1.0,1.09,1.11,1.77,2.23,2.51,2.9,3.5,5.31
d_0,0.02,0.04,0.04,0.07,0.07,0.14,1.02,0.96,1.0,0.74,1.29,1.71,2.48,3.08,3.21,4.88
c_0,0.03,0.04,0.03,0.06,0.05,0.13,0.91,0.96,1.33,1.0,1.96,1.75,2.18,3.59,3.12,5.03
b_0,0.02,0.03,0.03,0.05,0.04,0.1,0.61,0.59,0.79,0.47,1.0,0.99,1.67,2.72,2.17,3.79
f_0,0.02,0.03,0.03,0.03,0.04,0.08,0.52,0.45,0.61,0.58,0.93,1.0,1.52,1.84,3.03,2.13
h_0,0.01,0.02,0.02,0.02,0.03,0.06,0.43,0.4,0.41,0.45,0.59,0.64,1.01,1.23,1.31,2.4
a_0,0.01,0.02,0.02,0.02,0.03,0.05,0.38,0.34,0.32,0.29,0.38,0.52,0.79,1.0,1.37,1.48
e_0,0.01,0.01,0.01,0.02,0.02,0.04,0.28,0.29,0.32,0.32,0.46,0.33,0.75,0.74,1.0,1.45
g_0,0.01,0.01,0.01,0.01,0.01,0.04,0.18,0.19,0.2,0.21,0.27,0.46,0.42,0.66,0.72,1.01
