,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,2.32,0.5,0.42,0.56,0.51,0.32,0.82,0.71,1.86,1.1,1.06,1.05,1.23,0.4,1.15,0.81
f_1,0.94,2.35,0.47,0.4,0.43,0.26,0.94,0.65,0.81,0.96,0.37,0.98,1.28,0.65,0.86,0.79
d_1,0.46,0.61,2.39,0.36,0.41,0.34,0.94,0.82,0.49,1.87,0.99,1.25,1.12,0.87,1.45,0.92
c_1,0.36,0.49,0.42,2.39,0.78,0.41,0.8,0.74,1.08,0.26,1.02,0.67,1.2,0.83,1.02,0.76
b_1,0.46,0.51,0.53,0.48,2.5,0.69,0.71,0.77,1.0,0.85,0.7,0.32,1.36,0.75,0.89,0.56
a_1,0.46,0.5,0.51,0.48,0.44,3.02,1.0,0.9,0.96,1.06,1.17,0.97,1.05,0.72,1.24,0.49
h_1,0.61,0.76,0.64,0.61,0.48,0.44,2.99,1.18,1.03,1.27,1.01,1.12,0.78,0.79,1.89,0.9
g_1,0.48,0.4,0.94,0.71,0.53,0.36,1.08,3.24,1.01,1.14,1.92,1.29,1.58,1.06,0.8,0.9
d_0,0.57,0.59,0.22,1.27,0.53,0.47,1.06,1.11,2.55,0.96,1.27,0.87,1.5,0.84,1.21,0.93
c_0,0.66,0.61,0.73,0.39,0.44,0.36,1.24,1.15,1.23,2.57,1.52,2.39,1.69,1.07,1.41,1.32
f_0,0.47,0.33,0.7,0.74,0.55,0.49,1.04,0.99,1.32,1.24,2.82,1.18,1.28,2.43,1.43,1.06
b_0,0.64,0.58,0.64,0.65,0.29,0.49,1.09,1.07,1.19,1.31,1.37,2.76,1.78,1.07,1.71,2.21
h_0,0.63,0.86,0.59,0.63,0.5,0.38,0.58,1.47,1.18,1.06,1.2,1.03,0.99,0.92,1.89,1.01
e_0,0.31,0.62,0.63,0.76,0.5,0.54,1.3,1.15,1.45,1.36,1.06,1.01,1.71,3.36,1.2,1.05
g_0,0.48,0.55,0.96,0.62,0.49,0.49,1.11,0.81,1.04,1.18,2.0,1.21,1.29,1.04,0.99,0.86
a_0,0.56,0.7,0.73,0.69,0.35,0.29,1.25,1.33,1.09,1.27,1.15,1.41,1.79,1.24,1.35,2.98
