,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,13160.93,1349.2,1486.05,1667.37,3047.88,10159.07,1641583.53,2560305.32,11193490.41,8066092.0,8312906.27,11405620.52,41429759.52,9939149.3,83274577.32,55919255.47
f_1,2430.59,15020.13,1526.09,1430.74,2347.49,8962.37,2024323.35,2440511.06,5098791.22,7278521.75,1923323.23,11855727.7,52018981.24,38141609.88,57762152.49,60848443.53
d_1,1185.47,1781.29,17098.65,1261.02,2315.99,10124.61,1701066.36,2585772.34,1890822.25,13396765.04,8201102.52,14013842.76,41245763.34,48756263.59,105394921.62,68641795.23
c_1,997.95,1547.26,1485.96,17255.16,4223.12,13523.85,1405043.46,2756671.23,6992300.63,976576.18,8943897.62,8218032.29,43539895.1,43049188.25,80152242.17,59388556.83
b_1,1294.04,1644.78,1793.93,1625.87,29559.16,21095.87,1365054.83,3058412.97,5997576.26,6315869.67,6184806.76,2345449.34,51215158.02,41540639.3,61015436.74,43567056.91
a_1,1332.72,1420.13,1610.87,1469.73,2382.56,208393.8,1961123.7,3014923.63,5745206.72,7406865.29,8973817.91,10888368.68,36316785.05,37309953.53,95304649.21,27056957.64
h_1,2284.92,3415.99,2936.19,2889.93,3516.53,22490.85,12075371.34,5755763.3,9524315.05,11248997.31,12692488.38,17708871.57,18965339.28,55627059.42,190231854.26,91618609.02
g_1,1620.39,1899.44,4612.95,3344.72,3891.87,14265.28,3382703.79,24527400.43,8833386.78,10275927.73,20623673.02,20324954.87,79006282.91,79480128.27,65500286.18,95929213.44
d_0,2320.14,2568.84,613.45,5911.47,4374.93,17348.91,2953895.76,5664978.39,27586917.71,9801321.67,18720441.86,14618579.53,66244629.41,72340603.9,125260974.91,69648193.79
c_0,2329.97,2717.21,3812.98,1218.38,3703.14,18363.27,3437869.4,6921963.71,10034265.51,32885724.15,20523111.48,40915595.42,74190240.32,88430478.08,152786433.71,133693202.44
f_0,2125.97,848.4,3451.21,3783.83,4906.45,21626.28,3038033.19,5421811.17,10346820.28,11870328.7,44637140.93,18868217.49,62954090.45,197230607.57,137707086.31,99732130.53
b_0,2661.72,2538.64,2701.85,3372.03,1731.48,21856.78,2916494.55,6229272.17,11084527.76,10342882.87,19591322.36,61532221.68,89231735.12,75461697.59,147525324.64,225557087.42
h_0,2713.05,3581.65,2921.5,3270.39,3255.52,17400.26,1139748.69,7566261.62,9488633.31,10232632.02,14877200.6,17939396.78,39968685.81,68903576.14,207468825.1,97557481.05
e_0,698.13,2879.42,2964.67,4056.3,4632.46,21007.36,4062537.21,6900966.85,12252615.05,13900042.44,12803409.0,19327088.87,85059973.21,350793981.65,132392194.87,114100658.56
g_0,1700.01,2652.05,4512.38,2927.09,3644.2,25100.28,3385062.59,2671182.97,8374636.31,12041716.14,22918809.48,13924278.47,59577632.22,78551504.36,81382798.79,89691572.27
a_0,1995.77,3039.31,3285.93,3424.4,2529.9,13247.27,4098945.81,6505128.61,9905138.42,12588905.57,14683133.87,22971140.13,88041825.36,94014730.54,170312840.16,438907323.87
