,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.45,0.93,1.71,1.73,1.77,1.73,0.52,0.33,0.35,0.46,0.37,0.48,0.28,0.31,0.4,0.87
f_1,1.45,0.44,1.6,1.63,1.43,1.47,0.35,0.35,0.32,0.65,0.33,0.71,0.17,0.35,0.31,0.3
d_1,2.15,1.77,0.41,1.81,1.78,1.72,0.51,0.66,0.32,0.31,0.32,0.31,0.24,0.29,0.15,0.36
c_1,1.48,2.07,2.33,0.4,2.03,1.63,0.52,0.2,0.67,0.51,0.38,0.32,0.25,0.38,0.25,0.3
b_1,2.01,2.09,2.47,1.11,0.38,2.09,0.58,0.41,0.55,0.71,0.73,0.34,0.36,0.38,0.27,0.38
a_1,2.65,2.45,2.42,3.0,1.15,0.32,0.66,0.59,0.48,0.87,0.68,0.47,0.33,1.33,0.37,0.37
h_1,2.56,2.91,2.55,2.77,2.97,2.29,0.34,0.61,0.51,0.77,0.6,0.57,0.71,0.53,0.47,0.54
d_0,1.78,3.3,5.65,3.32,3.07,2.96,0.93,0.39,0.7,0.96,0.75,0.69,0.5,0.63,0.54,0.64
c_0,3.17,3.62,1.59,7.76,3.3,3.41,1.06,0.98,0.37,0.77,0.7,0.61,0.49,0.72,0.49,0.72
g_1,3.41,3.92,2.64,3.42,3.93,3.1,0.67,0.81,0.72,0.27,0.7,0.61,0.34,0.66,0.76,0.7
b_0,2.78,3.33,2.83,5.08,6.11,3.26,1.0,0.75,0.36,0.88,0.34,0.59,0.42,0.59,0.46,0.81
f_0,3.49,5.71,2.97,3.5,4.47,3.7,1.04,0.77,0.6,0.58,0.71,0.34,0.59,0.78,0.28,0.54
h_0,3.3,4.41,3.5,4.59,3.95,3.94,1.45,0.86,0.76,1.27,0.82,0.76,0.96,0.76,0.59,0.78
a_0,3.64,4.45,4.1,4.23,5.69,7.81,1.4,1.03,0.74,1.28,0.44,0.78,0.73,0.31,0.58,0.96
g_0,4.44,4.82,3.71,4.19,4.76,3.49,0.94,0.92,0.82,2.44,0.94,0.78,0.49,1.28,0.84,0.97
e_0,6.94,7.29,3.82,3.89,4.39,3.69,1.21,0.91,1.03,1.21,0.86,0.41,0.6,1.05,0.45,0.3
