,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.39,0.28,0.23,0.29,0.29,0.24,0.55,0.51,1.04,0.46,0.73,0.61,0.77,0.43,,0.76
f_1,0.39,2.44,0.26,0.28,0.27,0.28,0.54,0.5,0.82,0.68,0.67,,0.65,0.75,0.39,0.54
d_1,0.27,0.29,2.49,0.23,0.32,0.29,0.59,0.42,,0.98,0.63,0.54,0.99,0.52,0.61,0.71
c_1,0.26,0.25,0.34,2.51,0.5,0.24,0.58,0.46,0.5,,0.62,0.67,0.75,0.48,0.63,0.89
b_1,0.26,0.29,0.32,0.22,2.69,0.5,0.44,0.72,0.8,0.74,,0.53,0.67,0.51,0.48,0.63
a_1,0.34,0.26,0.25,0.37,0.22,3.24,0.72,0.53,0.79,0.41,0.51,0.56,0.85,,,0.65
h_1,0.57,0.71,0.5,0.54,0.61,0.42,4.03,1.51,1.07,1.15,1.02,0.96,,1.53,1.01,1.53
g_1,0.43,0.54,0.78,0.58,0.5,0.53,0.8,4.13,1.1,1.21,0.89,2.09,1.16,1.31,1.02,
d_0,0.56,0.5,,1.03,0.37,0.53,1.52,1.23,3.4,1.5,1.54,1.46,2.05,1.24,1.42,1.94
c_0,0.69,0.59,0.55,,0.45,0.71,1.28,1.11,1.28,3.71,1.5,1.59,2.02,1.53,1.51,2.03
b_0,0.62,0.63,0.74,0.44,,0.51,1.23,1.33,1.36,1.4,3.8,1.32,1.82,1.94,1.08,1.94
f_0,0.65,,0.74,0.67,0.63,0.7,1.02,1.05,1.16,1.4,1.37,3.72,1.6,,,1.67
h_0,0.68,1.14,0.54,0.71,0.7,0.85,,1.89,1.49,1.36,1.59,2.04,,1.97,1.6,2.5
a_0,0.77,0.41,0.59,0.78,0.65,,0.99,1.18,1.24,1.47,1.5,,1.67,4.52,,2.0
e_0,,0.75,0.7,0.66,0.72,,1.58,1.02,1.27,1.43,1.9,,1.86,,4.78,
g_0,0.7,0.77,0.96,0.62,0.78,0.65,1.53,,1.55,1.45,1.64,2.3,2.29,1.45,,
