,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.0,1.05,1.55,1.2,1.54,4.39,20.33,23.77,35.52,,36.01,60.65,89.84,87.65,85.93,110.75
f_1,0.95,1.0,1.85,1.04,1.84,3.51,13.79,32.96,32.71,38.82,38.98,,66.12,64.33,118.55,109.03
e_1,0.64,0.54,1.0,1.14,1.38,2.96,15.34,27.53,20.41,37.1,31.24,48.22,61.57,69.46,,102.03
c_1,0.84,0.96,0.87,1.0,1.99,2.54,15.18,22.22,,17.68,16.68,40.33,44.09,70.64,69.53,77.36
b_1,0.65,0.54,0.72,0.5,1.0,2.27,11.36,18.59,18.5,18.9,,23.42,27.15,42.82,40.92,59.95
a_1,0.23,0.29,0.34,0.39,0.44,1.0,6.37,6.63,8.86,8.76,12.18,15.64,,22.78,36.18,40.13
h_1,0.05,0.07,0.07,0.07,0.09,0.16,1.0,1.8,1.94,1.63,2.14,2.14,3.73,,4.62,6.96
g_1,0.04,0.03,0.04,0.05,0.05,0.15,0.55,1.0,0.96,1.33,1.6,2.05,2.21,3.1,4.16,
c_0,0.03,0.03,0.05,,0.05,0.11,0.51,1.04,1.0,1.38,1.63,1.37,2.59,2.37,3.36,3.6
d_0,,0.03,0.03,0.06,0.05,0.11,0.61,0.75,0.72,1.0,1.14,1.63,2.5,2.3,2.71,2.14
b_0,0.03,0.03,0.03,0.06,,0.08,0.47,0.62,0.61,0.88,1.0,1.34,2.08,2.05,,2.66
f_0,0.02,,0.02,0.02,0.04,0.06,0.47,0.49,0.73,0.61,0.75,1.0,1.31,1.37,2.99,2.04
a_0,0.01,0.02,0.02,0.02,0.04,,0.27,0.45,0.39,0.4,0.48,0.77,1.0,1.09,,1.38
h_0,0.01,0.02,0.01,0.01,0.02,0.04,,0.32,0.42,0.43,0.49,0.73,0.91,,0.95,1.43
e_0,0.01,0.01,,0.01,0.02,0.03,0.22,0.24,0.3,0.37,,0.33,,1.05,1.0,1.07
g_0,0.01,0.01,0.01,0.01,0.02,0.02,0.14,,0.28,0.47,0.38,0.49,0.72,0.7,0.94,
