,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.66,2.31,2.07,1.9,2.05,2.18,0.7,0.64,0.97,0.6,0.66,1.53,0.47,0.65,0.67,0.68
e_1,1.34,0.66,2.15,2.34,2.17,2.26,1.01,0.75,1.0,0.88,0.69,0.81,0.73,0.69,1.52,0.72
d_1,2.4,2.51,0.65,1.76,2.21,1.81,0.92,0.85,0.58,2.27,0.74,0.8,0.61,0.75,0.83,0.39
c_1,2.15,1.99,2.79,0.64,2.41,1.64,0.98,1.17,0.98,0.48,0.77,0.72,0.7,0.66,0.62,0.58
b_1,2.24,2.26,2.21,1.43,0.64,2.96,0.91,0.85,1.22,0.81,1.56,0.7,0.68,0.79,0.7,0.71
a_1,2.48,2.81,2.61,3.59,1.42,0.57,1.2,1.21,1.28,0.91,1.25,0.88,0.84,2.61,1.15,0.75
h_1,2.96,2.4,2.4,3.26,2.56,2.08,0.6,0.93,1.24,1.13,1.35,1.0,1.15,0.89,0.73,0.7
c_0,3.78,2.69,1.77,6.99,2.96,1.99,1.52,0.66,1.16,1.1,1.31,1.08,0.76,1.03,1.11,0.82
g_1,2.93,2.75,3.35,3.09,2.61,2.34,1.26,1.4,0.56,1.17,0.88,1.21,0.72,1.21,0.91,1.8
d_0,3.73,1.8,3.31,3.85,3.18,2.71,1.42,1.04,1.46,0.67,0.97,0.87,0.72,0.92,0.85,0.87
b_0,3.51,2.85,2.55,3.56,4.78,2.43,1.29,0.69,1.66,1.19,0.65,1.21,0.89,1.34,1.06,1.31
f_0,6.3,2.92,2.56,2.69,3.01,3.39,1.54,1.14,0.97,1.45,1.17,0.63,1.04,1.05,1.45,0.59
h_0,3.85,2.76,3.44,3.69,3.2,2.63,2.69,1.47,1.59,1.43,1.3,1.21,1.51,1.42,1.28,1.35
a_0,3.96,3.32,3.21,3.5,4.34,,1.67,1.19,1.41,1.2,0.67,1.19,0.93,0.59,1.08,1.06
e_0,4.27,6.18,2.99,3.77,3.51,3.17,1.85,1.2,1.69,1.7,1.19,0.65,1.03,1.12,0.57,1.28
g_0,4.26,3.66,4.01,3.75,3.22,2.94,1.41,1.51,,1.27,1.1,1.55,0.78,1.28,0.96,1.53
