,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,9396.4,8005.36,4219.27,7971.17,11197.69,52794.56,4547207.22,11489969.45,18118274.51,24029165.08,34139734.68,26251886.09,186878949.32,127012177.82,167242288.96,432283018.17
e_1,3938.26,12740.5,4720.99,9758.41,11003.27,58766.46,4783846.86,13629076.21,20040631.11,41547222.81,35891621.58,46446698.52,191998539.37,142063435.38,145510964.4,428736240.17
d_1,4001.9,4361.75,14204.59,7339.63,11432.27,63673.91,4582161.15,12336580.75,35270040.97,13103711.89,40461897.05,45734719.47,192021015.07,138879396.7,225870253.52,479878264.79
c_1,3595.33,3941.13,4813.87,24778.44,22348.93,65807.82,4569424.2,11677735.2,10715351.24,20053653.1,27603796.81,52351504.02,179897869.11,124799997.76,199304778.78,472059183.31
b_1,3843.42,4314.07,5321.56,7578.68,41754.7,121628.52,4681243.71,11968632.53,18800198.58,18999029.86,20223319.0,47624332.25,178521995.81,92457672.76,204305334.3,437928114.37
a_1,3551.37,4167.92,5700.43,9236.07,13269.56,314164.37,4807367.18,10973888.7,19313033.91,20413672.61,29204819.89,42436018.69,184654780.78,88634294.77,223343135.15,549645878.56
h_1,4978.05,4985.97,5934.86,8730.06,12765.38,64894.82,9432385.35,16612190.94,18011901.11,22927459.29,35601226.8,53504733.57,183223600.59,161205313.82,226940132.01,680439425.79
g_1,3134.99,4391.64,8360.05,8859.63,11602.19,64668.07,5272965.42,32345429.99,24381406.48,22460418.45,35359394.11,77161275.53,239143059.04,149715612.59,282591056.1,442629283.04
c_0,4600.46,5387.06,5798.24,6458.62,10873.08,70346.45,5600478.8,13213254.96,35829936.36,25540916.7,72790406.01,50919887.23,211308150.03,187829466.7,266794040.54,604442295.12
d_0,3944.74,4467.74,4449.63,15998.36,13519.04,63353.02,4971324.41,13189471.11,14376622.44,40344380.16,32392701.21,52778312.46,224329854.7,141855643.41,230434720.95,446352427.64
b_0,4439.61,5049.12,5483.45,10736.39,10291.39,44668.32,6223352.86,14257265.23,20664810.03,27831388.08,68776449.47,49621688.63,243640747.62,305460041.8,296340947.72,614060306.95
f_0,3747.32,4353.68,6332.34,9442.64,13438.69,68911.32,5352340.05,14706002.42,20285196.44,26250059.21,41689050.72,95916468.58,238206765.55,147089423.54,524002399.48,565214600.71
h_0,4926.88,4712.37,6287.59,8868.27,14459.96,62643.06,4036649.62,17252160.28,22090907.65,23011806.24,32808943.98,51112425.98,127399188.16,144162239.24,246506975.77,685689823.14
a_0,4093.1,4953.15,6287.59,10279.13,14118.38,38281.87,5597995.22,14917281.44,22441556.98,25659182.18,37448592.62,47799583.56,264856206.97,295029698.91,252669650.16,617120840.82
e_0,4994.05,3690.79,6240.87,9105.91,14274.59,50117.33,5978706.31,13771997.29,23763012.3,23921193.06,37805558.9,50246732.41,270748673.41,160934526.15,567288608.49,542129419.39
g_0,3717.83,4282.73,7859.78,8871.98,14892.34,65653.52,4693615.63,9462068.62,21388533.39,20745482.52,34177254.03,77972290.38,217148357.93,170767155.27,290647603.71,470987039.91
