,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,0.41,1.36,1.43,1.3,1.28,1.13,0.6,0.45,0.69,1.54,0.64,0.49,0.7,0.46,0.62,0.42
f_1,1.21,0.41,1.41,1.56,1.28,1.19,0.55,0.78,0.48,0.54,0.54,1.08,0.48,0.42,0.42,0.55
e_1,1.37,0.82,0.4,1.47,1.29,1.38,0.87,0.66,0.63,0.72,0.85,0.59,0.57,0.43,1.14,0.45
c_1,1.46,1.23,1.1,0.39,1.45,1.19,0.84,0.72,0.97,0.33,0.61,0.64,0.6,0.6,0.62,0.43
b_1,1.57,1.35,1.35,0.79,0.37,1.52,0.74,0.72,0.59,0.72,0.99,0.55,0.51,0.51,0.69,0.58
a_1,1.42,1.2,1.57,1.53,0.81,0.3,0.74,0.84,0.75,0.54,0.6,0.63,1.58,0.53,0.56,0.52
h_1,0.91,1.18,0.87,0.83,1.08,0.94,0.26,0.73,0.41,0.47,0.4,0.45,0.48,0.68,0.38,0.38
g_1,1.11,0.99,1.05,0.99,0.9,0.84,0.37,0.24,0.37,0.46,0.46,0.48,0.4,0.27,0.43,0.7
c_0,0.55,1.28,0.91,2.12,1.16,0.9,0.59,0.62,0.27,0.52,0.52,0.41,0.51,0.35,0.46,0.36
d_0,1.5,1.2,0.52,1.24,0.8,1.19,0.58,0.62,0.39,0.27,0.37,0.48,0.38,0.35,0.44,0.37
b_0,0.8,1.0,0.81,0.96,1.79,1.31,0.48,0.53,0.28,0.46,0.24,0.45,0.58,0.43,0.46,0.37
f_0,0.96,1.82,0.86,0.97,0.97,0.97,0.46,0.4,0.37,0.42,0.34,0.25,0.38,0.42,0.47,0.31
a_0,0.85,1.12,0.94,0.99,1.31,,0.44,0.52,0.38,0.5,0.25,0.44,0.22,0.38,0.31,0.37
h_0,0.98,0.95,1.13,0.82,0.91,0.77,0.77,0.7,0.44,0.45,0.37,0.43,0.37,0.58,0.38,0.37
e_0,0.82,1.46,1.43,0.92,0.83,1.0,0.49,0.44,0.45,0.41,0.36,0.28,0.49,0.37,0.22,0.36
g_0,0.92,1.19,1.0,1.0,0.88,1.09,0.42,0.94,0.39,0.39,0.35,0.41,0.43,0.31,0.35,0.48
