,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,0.93,1.4,1.36,1.2,0.96,0.76,0.7,0.73,0.59,0.57,0.71,0.53,0.54,1.64,0.59
f_1,1.22,0.41,1.3,1.37,1.4,1.3,0.48,0.54,0.68,0.51,0.63,0.99,0.39,0.54,0.54,0.55
c_1,1.0,1.18,0.4,1.65,1.48,1.3,0.78,0.37,0.82,0.99,0.54,0.58,0.48,0.55,0.49,0.53
d_1,1.42,1.35,1.15,0.4,1.28,1.29,0.66,1.65,0.54,0.61,0.53,0.5,0.55,0.56,0.56,0.34
b_1,1.69,1.39,0.83,1.13,0.37,1.77,0.69,0.54,0.68,0.59,1.19,0.57,0.53,0.66,0.56,0.42
a_1,1.78,1.15,1.6,1.34,0.71,0.31,0.8,0.61,0.72,0.64,0.67,0.56,0.6,1.7,0.48,0.5
h_1,0.9,1.18,1.01,0.81,1.13,0.92,0.24,0.39,0.63,0.38,0.44,0.43,0.43,0.41,0.33,0.42
d_0,0.58,1.09,1.06,1.62,1.0,1.05,0.6,0.29,0.57,0.46,0.42,0.41,0.32,0.37,0.43,0.4
g_1,0.95,0.96,0.93,0.98,1.13,1.02,0.38,0.47,0.23,0.43,0.44,0.5,0.29,0.5,0.44,0.76
c_0,1.08,1.04,1.93,0.56,1.0,0.97,0.53,0.51,0.45,0.26,0.53,0.47,0.38,0.37,0.48,0.39
b_0,0.9,1.01,1.15,0.87,1.92,0.77,0.57,0.4,0.49,0.24,0.25,0.41,0.36,0.62,0.44,0.33
f_0,0.83,1.45,0.92,0.93,0.93,1.04,0.54,0.46,0.36,0.41,0.41,0.24,0.31,0.4,0.59,0.28
h_0,0.98,1.07,0.92,0.89,0.95,0.81,1.02,0.51,0.58,0.39,0.44,0.44,0.57,0.4,0.41,0.38
a_0,1.01,1.11,0.97,0.88,1.0,,0.5,0.37,0.47,0.46,0.24,0.45,0.36,0.21,0.42,0.36
e_0,1.32,1.27,1.02,0.9,0.86,0.86,0.76,0.35,0.51,0.36,0.34,0.22,0.4,0.37,0.2,0.36
g_0,0.89,1.12,1.07,0.97,1.08,0.83,0.42,0.49,0.6,0.43,0.44,0.38,0.3,0.43,0.36,0.55
