,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,13374.93,3852.06,3432.34,5097.22,6905.95,26318.13,4113847.88,6683053.37,26908707.63,18803250.54,22375846.52,30832266.87,109885963.74,64342913.86,210743118.92,156277654.37
f_1,6302.83,15306.27,3946.19,3390.1,6141.12,21215.61,4549649.81,6202403.79,12473828.53,16322356.6,8874280.85,27472911.18,110187171.13,80849468.84,160158695.54,145275658.92
d_1,3209.32,4473.82,17466.55,3070.04,5800.14,28363.28,4762985.8,7771144.69,8333624.0,32001835.84,21039115.33,35351993.57,99023919.42,114040074.17,263487304.05,173554539.07
c_1,2451.98,3672.16,3685.65,17550.32,11020.82,33521.89,4277731.34,7009425.34,15574823.48,5692044.02,20903760.72,19175408.68,106373939.79,112314228.33,182269281.46,139484965.72
b_1,3071.46,3738.13,4468.52,4127.21,29979.0,57271.66,3753900.79,7167190.0,15228628.43,15027414.05,15152776.57,10690885.35,121850190.08,105543994.66,176171331.43,105432277.72
a_1,3097.28,3818.2,4340.67,4195.06,6325.53,210054.31,4908543.52,8291039.99,14420854.45,18494160.54,24463656.48,28309758.57,97689336.53,100099875.31,233814072.73,99208844.66
h_1,3919.66,6259.12,5559.5,5027.01,7284.24,33440.34,12991039.31,10827673.54,15392832.41,22038851.86,23103181.09,33606608.54,83587976.83,106713134.4,320223621.34,175200497.96
g_1,3198.13,3287.48,7817.16,5909.0,7255.22,31587.4,4926267.66,26097154.06,15016757.53,22132767.43,39610546.59,38571221.17,141082648.06,152445491.93,180125787.01,173410501.21
d_0,3811.66,4299.43,1993.7,10615.88,7309.33,36206.42,4886691.75,9950026.15,34330386.48,15506568.62,25808764.51,24620765.52,134279654.21,121532214.55,216176198.64,180265913.33
c_0,4463.72,4678.08,5973.67,3719.27,5748.15,34382.29,6120163.11,10759139.24,18036274.71,41069268.41,29749097.38,68281220.93,143743590.63,151380987.91,259527640.83,248287375.95
f_0,3124.92,3130.32,5973.24,6161.29,7792.6,42028.43,5168601.92,9193505.89,17642655.1,22949302.16,53092634.58,33851801.96,123971131.95,327152357.0,281971652.92,199464261.07
b_0,4527.66,4701.18,5510.35,5488.52,4452.37,36719.4,5368040.69,10101522.43,18189994.28,20685765.74,30334950.75,72233477.63,149411277.41,144215688.73,325492382.94,415499897.88
h_0,4016.73,6318.19,5432.16,5204.99,6908.06,34239.22,3256424.82,13186913.11,18064898.04,18070392.72,26237971.96,30153454.17,95924845.94,129194205.27,336760991.46,189017619.54
e_0,2210.76,4607.07,5778.59,6084.45,6642.77,46339.77,6332778.6,10113485.91,19885391.64,23006966.8,22629281.02,31511557.93,162787190.11,412419951.4,254854975.13,187930496.45
g_0,3482.96,4025.44,7950.39,5041.1,6634.32,38310.96,5748219.5,7886349.72,14816664.24,21265158.28,42654450.97,35484451.59,116019599.58,154569089.23,198149423.15,172207818.77
a_0,3700.5,5413.78,6410.25,5598.62,5903.09,22520.36,6148418.71,11862293.34,15934353.11,21067148.1,25216686.42,37834819.03,155645369.83,162620074.44,248372891.9,496468940.11
