,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.82,0.96,1.17,0.93,0.92,1.18,1.22,0.95,1.4,1.1,1.02,1.11,1.1,1.11,1.16
f_1,1.21,1.0,0.9,1.13,0.83,1.06,0.85,1.02,0.94,0.91,0.85,1.0,1.06,0.8,0.92,0.99
d_1,1.03,1.12,1.0,0.86,1.02,0.93,1.04,0.85,1.3,1.01,1.06,0.96,0.94,0.98,0.92,0.86
c_1,0.85,0.89,1.15,1.0,1.52,0.9,0.9,0.79,0.71,0.72,0.81,1.02,0.75,0.96,1.11,0.93
b_1,1.07,1.2,0.98,0.66,1.0,1.44,1.02,1.02,1.06,1.01,1.3,0.96,1.03,1.15,1.04,1.04
a_1,1.07,0.95,1.08,1.09,0.69,1.0,1.13,1.34,1.02,1.03,1.17,1.07,1.02,1.16,0.9,1.07
h_1,0.86,1.17,0.97,1.1,1.02,0.88,1.0,1.1,0.92,0.93,1.06,0.88,0.97,0.94,0.94,1.28
g_1,0.82,0.95,1.19,1.23,1.0,0.8,0.9,1.0,0.92,0.97,1.01,1.31,1.02,0.82,1.04,0.88
c_0,1.07,1.06,0.77,1.27,0.92,0.98,1.05,1.17,1.0,1.15,1.26,1.06,1.26,1.06,0.93,1.04
d_0,0.74,1.02,1.02,1.39,1.0,0.99,1.12,1.07,0.88,1.0,1.02,0.99,0.81,0.91,0.88,1.0
b_0,0.88,1.18,0.92,1.37,0.78,0.72,0.93,1.04,0.78,1.02,1.0,0.99,1.59,1.23,0.95,1.02
f_0,0.95,1.05,1.06,1.03,1.1,0.98,1.15,0.76,0.93,0.93,1.0,1.0,0.94,1.16,1.48,0.8
a_0,0.98,0.92,0.99,1.24,0.96,0.92,1.01,1.02,0.83,1.22,0.66,1.08,1.0,1.06,0.92,1.31
h_0,0.95,1.22,1.04,0.97,0.93,0.81,1.05,1.21,0.94,1.09,0.82,0.83,0.92,1.0,0.9,1.08
e_0,0.98,1.16,1.06,0.97,1.0,1.04,1.04,1.01,1.09,1.07,1.06,0.71,1.04,1.11,1.0,0.92
g_0,0.88,0.99,1.21,1.01,0.97,0.88,0.82,1.1,0.95,0.97,0.95,1.21,0.78,0.89,1.1,1.0
