,e_1,d_1,f_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,12981.32,2898.32,3798.81,6342.36,6722.36,29533.24,4305008.74,4526019.01,22622725.07,12298729.35,17213823.24,28782730.13,138836406.98,117486552.44,104947726.22,362942479.58
d_1,3163.68,15467.94,4142.28,4076.31,6415.61,28981.24,4905440.57,5539590.62,5738927.28,22159921.84,18724142.13,30394923.23,120414588.25,135226044.92,179983021.23,399088716.15
f_1,5455.43,3299.32,15404.39,5517.04,6338.76,25337.27,3379453.82,4606977.78,10059172.8,11698994.57,15559527.57,15744945.5,149849881.78,124080267.98,153258012.22,396495389.68
c_1,3151.72,3703.1,4280.59,22900.81,12217.4,21309.81,3844473.03,5112164.8,11129929.97,4602083.97,9972016.21,20172941.84,142222456.8,121216011.65,176474202.26,317374491.81
b_1,2983.66,3683.55,3705.22,5002.57,31855.54,62582.32,5015625.01,5269752.04,10969815.81,10407790.89,5848260.56,21897787.97,124645597.26,75998655.76,148868668.69,340137012.93
a_1,3263.93,4551.01,3484.58,5118.23,6256.57,203850.8,4386282.97,6267964.18,10686874.87,12014352.08,18156734.96,36735072.16,157528713.2,52919934.08,180282206.09,439912318.75
h_1,3664.03,4251.37,6511.27,6455.04,6644.79,38879.01,13534177.7,8690911.02,13264553.16,15077692.86,20737058.82,29113471.28,110524177.81,136567571.82,194405696.89,543728638.46
g_1,3114.68,7328.24,4635.36,6254.13,7836.41,28484.96,5500785.81,17540565.95,10392059.89,16959180.42,19715473.32,49271077.67,164418023.77,112564246.21,223153560.44,296277349.76
d_0,3290.58,3023.6,4794.04,13414.71,7809.32,29706.1,5294870.15,6425088.66,24988397.91,11402881.02,19569440.11,33942085.43,175989109.28,126944841.87,254368493.01,438648994.95
c_0,3789.4,5284.31,4641.25,4048.51,6510.86,39613.65,5852224.91,7231957.76,12786471.52,26795916.88,39500255.23,39058328.78,185090342.48,153795257.53,267738493.64,425655259.15
b_0,3432.63,5472.53,4948.69,6986.85,4904.11,34650.65,5561022.71,7560472.05,13616787.26,14413754.1,38948789.24,41089376.07,182434938.32,290054470.16,238807873.58,443839333.06
f_0,3250.61,5298.19,3235.68,7217.41,6978.19,39112.15,6088028.84,7188910.39,15643521.93,13924672.01,18957591.61,70927124.84,223634512.49,137759828.4,556566959.06,496876737.64
h_0,3337.65,5324.62,6910.89,7065.3,8067.29,28942.9,3502578.5,8207189.96,13765407.61,12391035.92,20523117.75,30281706.24,109160327.14,137248706.85,232871571.32,611492942.71
a_0,3646.35,4226.92,4923.12,7454.0,8452.01,21592.75,6774668.63,7957956.61,13963099.31,13922122.17,24115579.1,45793705.36,200421705.85,346053522.44,282193470.28,478580888.77
e_0,2263.93,6302.1,5590.45,7496.78,6940.25,27426.53,6476237.36,6003879.63,15405230.32,15009411.83,22249891.26,35939920.53,230164431.11,171824569.83,611201143.62,481125601.87
g_0,3428.47,6745.07,4578.33,6808.18,6982.8,33265.9,5069443.23,4134768.2,12028003.67,14298994.91,21075647.68,55917419.94,176091013.8,169433674.3,236906537.01,290767836.12
