,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.23,0.9,0.99,0.87,0.72,0.58,0.67,0.57,0.6,0.55,0.54,0.46,0.47,0.39,0.58
e_1,0.82,1.0,0.89,1.15,1.02,0.84,0.72,0.62,0.58,0.9,0.63,0.65,0.6,0.62,0.63,0.61
d_1,1.11,1.11,1.0,0.86,0.94,0.81,0.76,0.56,0.83,0.68,0.65,0.62,0.6,0.6,0.51,0.46
c_1,1.02,0.86,1.16,1.0,1.23,0.95,0.66,0.76,0.62,0.46,0.56,0.65,0.65,0.57,0.59,0.52
b_1,1.15,0.96,1.06,0.83,1.0,1.28,0.84,0.72,0.78,0.66,0.8,0.67,0.64,0.53,0.65,0.58
a_1,1.39,1.2,1.22,1.06,0.8,1.0,0.94,0.86,0.82,0.85,0.83,0.69,0.72,0.8,0.79,0.75
h_1,1.73,1.44,1.35,1.45,1.17,1.0,1.0,1.24,0.91,0.87,0.91,0.8,1.02,0.82,0.82,0.94
g_1,1.5,1.57,1.76,1.34,1.34,1.15,0.81,1.0,1.1,0.84,1.02,1.15,0.82,0.96,0.84,0.92
c_0,1.86,1.72,1.21,1.55,1.25,1.14,1.09,0.91,1.0,1.18,1.35,1.05,1.05,0.96,1.03,0.89
d_0,1.59,1.17,1.45,2.19,1.5,1.17,1.15,1.29,0.86,1.0,1.07,0.83,1.08,0.86,0.8,0.86
b_0,1.84,1.62,1.51,1.78,1.24,1.16,1.11,0.97,0.74,0.95,1.0,0.88,0.97,1.19,0.89,0.86
f_0,1.72,1.52,1.56,1.6,1.55,1.4,1.17,0.87,0.98,1.26,1.15,1.0,1.11,1.08,1.38,0.81
h_0,2.1,1.72,1.67,1.57,1.55,1.35,0.98,1.23,0.97,0.93,1.06,0.9,1.0,0.89,0.95,1.0
a_0,2.02,1.6,1.64,1.89,1.99,1.32,1.23,1.04,1.02,1.11,0.85,1.02,1.14,1.0,0.79,0.93
e_0,2.39,1.63,1.95,1.65,1.63,1.2,1.17,1.22,1.08,1.2,1.13,0.74,1.1,1.51,1.0,0.87
g_0,1.72,1.66,2.17,1.84,1.75,1.39,1.06,1.1,1.15,1.12,1.14,1.28,0.98,1.04,1.16,1.0
