,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.72,0.94,0.98,0.94,0.87,0.74,0.81,0.68,1.03,0.66,0.76,0.62,0.5,0.65,0.71
f_1,1.4,1.0,1.01,0.98,0.76,0.8,0.6,0.68,0.65,0.63,0.66,0.66,0.47,0.53,0.5,0.48
d_1,1.06,0.99,1.0,1.03,0.87,0.74,0.78,0.54,0.82,0.79,0.73,0.67,0.55,0.47,0.58,0.46
c_1,1.02,1.02,0.97,1.0,1.33,0.68,0.67,0.81,0.57,0.48,0.71,0.57,0.66,0.63,0.57,0.58
b_1,1.06,1.31,1.15,0.75,1.0,1.48,0.68,0.69,0.75,0.67,0.52,0.61,0.62,0.53,0.56,0.53
a_1,1.15,1.25,1.35,1.48,0.68,1.0,1.14,0.84,0.72,0.97,0.78,0.8,1.03,0.78,0.58,0.86
h_1,1.29,1.74,1.27,1.48,1.46,0.87,1.0,1.06,0.88,0.82,0.96,0.73,0.73,0.93,0.77,0.97
g_1,1.2,1.44,1.84,1.25,1.41,1.17,0.96,1.0,0.96,0.85,0.86,1.18,0.83,1.01,0.78,0.87
c_0,1.43,1.64,1.24,1.95,1.35,1.39,1.07,1.03,1.0,1.02,1.24,0.95,1.01,0.9,0.8,0.99
d_0,0.98,1.65,1.2,2.16,1.48,1.18,1.18,1.11,1.01,1.0,0.89,0.97,0.91,0.95,0.86,0.89
b_0,1.54,1.57,1.36,1.51,1.78,1.34,1.06,1.19,0.78,1.09,1.0,0.99,1.1,1.34,1.04,0.85
f_0,1.34,1.47,1.51,1.76,1.52,1.28,1.39,0.87,1.02,1.08,1.03,1.0,1.01,1.14,1.41,0.69
h_0,1.55,2.17,1.84,1.57,1.67,0.99,1.38,1.22,0.97,1.09,0.86,0.99,1.0,0.9,1.03,1.14
a_0,1.87,1.92,2.0,1.59,1.8,,1.1,1.05,1.08,0.92,0.72,0.89,1.07,1.0,1.02,0.85
e_0,1.51,2.09,1.8,1.78,1.74,1.49,1.31,1.21,1.13,1.11,0.99,0.73,0.9,1.16,1.0,1.22
g_0,1.37,2.04,2.1,1.67,2.02,1.09,1.07,1.16,0.98,1.14,1.15,1.41,0.91,1.11,0.82,1.0
