,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.41,0.97,0.89,0.79,0.9,0.73,0.35,0.48,0.37,0.39,0.36,0.52,0.26,0.38,0.34,0.38
e_1,0.56,0.41,0.94,0.87,1.03,0.92,0.57,0.55,0.56,0.48,0.43,0.52,0.38,0.4,0.69,0.39
d_1,0.93,0.89,0.4,0.95,0.88,0.9,0.43,0.32,0.64,0.4,0.38,0.34,0.3,0.35,0.41,0.24
c_1,0.84,0.86,0.97,0.39,1.04,0.69,0.53,0.47,0.23,0.49,0.36,0.36,0.31,0.39,0.38,0.33
b_1,0.93,0.82,0.89,0.54,0.36,1.4,0.55,0.55,0.46,0.47,0.92,0.47,0.41,0.43,0.4,0.39
a_1,1.12,0.94,0.86,1.25,0.43,0.3,0.5,0.49,0.4,0.45,0.55,0.39,0.4,0.72,0.42,0.34
h_1,0.89,0.67,0.83,0.83,0.65,0.7,0.26,0.51,0.39,0.34,0.38,0.35,0.41,0.32,0.38,0.36
g_1,0.85,0.79,0.8,0.89,0.84,0.76,0.29,0.23,0.34,0.3,0.35,0.42,0.25,0.32,0.33,0.37
d_0,0.92,0.5,0.97,0.99,0.77,0.83,0.4,0.53,0.26,0.37,0.36,0.32,0.3,0.39,0.38,0.33
c_0,0.86,0.71,0.51,1.52,0.76,0.69,0.44,0.47,0.43,0.24,0.45,0.39,0.34,0.44,0.31,0.33
b_0,0.84,0.73,0.71,1.11,0.98,0.68,0.43,0.39,0.35,0.2,0.24,0.32,0.28,0.42,0.32,0.32
f_0,1.19,0.63,0.75,0.87,0.74,0.73,0.42,0.31,0.44,0.34,0.36,0.22,0.35,0.34,0.41,0.19
h_0,0.91,0.67,0.72,0.84,0.9,0.72,0.51,0.44,0.37,0.27,0.34,0.29,0.4,0.32,0.27,0.31
a_0,0.82,0.77,0.73,0.77,1.02,1.04,0.51,0.46,0.35,0.29,0.22,0.35,0.28,0.21,0.37,0.27
e_0,1.06,0.97,0.62,0.88,0.86,0.69,0.41,0.43,0.31,0.36,0.36,0.21,0.35,0.28,0.2,0.26
g_0,0.85,0.73,0.79,0.82,0.8,0.9,0.31,0.49,0.33,0.3,0.37,0.35,0.23,0.3,0.31,0.38
