,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.86,0.89,1.16,0.98,1.02,1.0,1.27,1.06,0.89,0.98,1.07,1.14,1.13,1.34,1.18
f_1,1.16,1.0,0.9,1.1,0.99,1.0,0.74,0.97,1.11,0.9,0.9,0.82,0.83,0.84,0.8,1.04
d_1,1.12,1.12,1.0,0.8,1.02,0.91,1.03,1.16,0.88,1.38,1.1,0.92,1.15,0.92,1.1,0.8
c_1,0.86,0.92,1.25,1.0,1.24,0.88,1.11,0.71,1.02,0.92,0.86,1.04,1.08,1.01,1.0,0.87
b_1,1.03,1.01,0.98,0.8,1.0,1.33,1.11,1.03,0.87,0.99,0.98,0.99,0.86,1.04,1.04,1.14
a_1,0.97,1.0,1.11,1.12,0.76,1.0,1.13,1.15,1.12,1.06,1.23,1.12,1.19,1.13,0.94,1.07
h_1,0.98,1.32,1.02,0.93,0.88,0.93,1.0,0.94,1.09,0.89,1.04,0.9,0.96,0.92,0.78,1.05
d_0,0.78,0.97,0.88,1.4,0.95,0.97,1.07,1.0,1.01,0.9,0.97,1.05,1.0,0.88,0.92,1.16
g_1,0.91,0.91,1.15,1.01,1.14,0.87,0.92,0.98,1.0,0.91,0.99,1.3,0.89,0.98,0.89,1.2
c_0,1.09,1.07,0.76,1.15,0.92,0.98,1.11,1.12,1.1,1.0,1.4,1.11,0.93,1.12,1.04,1.0
b_0,0.98,1.14,0.93,1.13,0.98,0.85,1.01,1.0,1.02,0.73,1.0,0.88,1.0,1.39,0.99,0.99
f_0,0.96,1.09,1.07,0.93,1.04,0.84,1.16,0.9,0.81,0.9,1.1,1.0,0.93,1.11,1.64,0.79
h_0,0.9,1.19,0.89,0.88,1.08,0.92,1.04,0.97,1.11,1.02,0.97,1.08,1.0,0.87,0.89,1.21
a_0,0.88,1.11,1.13,1.01,0.88,1.05,1.08,1.08,1.1,0.95,0.73,0.91,1.12,1.0,0.99,1.11
e_0,0.8,1.26,0.9,1.04,0.95,1.09,1.27,1.05,1.04,0.93,1.07,0.67,1.08,1.04,1.0,1.08
g_0,0.86,0.93,1.29,1.11,0.93,0.96,0.93,0.85,0.85,0.99,1.05,1.29,0.82,0.95,0.94,1.0
