,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.07,3.7,3.22,2.86,3.01,2.93,0.85,1.19,0.97,0.88,0.73,2.0,0.55,0.66,0.76,0.75
e_1,2.15,1.07,3.3,3.64,3.02,2.54,1.53,1.14,1.12,0.97,0.94,1.29,0.82,0.83,1.65,0.8
d_1,3.72,4.24,1.07,3.24,3.49,2.58,1.24,0.81,1.82,1.33,1.03,0.95,0.83,1.09,1.0,0.52
c_1,4.49,3.48,3.84,1.07,3.81,2.89,1.69,1.42,0.66,1.33,1.14,0.98,0.85,0.98,0.98,0.78
b_1,4.6,3.77,3.79,2.53,1.07,4.54,1.43,2.28,1.12,1.24,3.25,1.06,1.09,1.0,1.18,0.81
a_1,5.66,5.79,5.75,6.91,2.7,1.07,2.34,1.73,1.86,1.76,1.62,1.39,1.3,3.7,1.57,1.35
h_1,7.92,7.41,6.11,5.99,7.41,5.45,1.38,2.79,2.18,1.91,1.84,1.67,2.08,1.87,1.61,2.06
g_1,9.96,9.57,9.14,7.71,7.12,9.6,2.46,1.37,2.53,2.29,2.3,2.3,1.37,1.77,1.85,1.73
d_0,9.17,5.04,16.72,11.57,11.3,7.03,4.38,3.91,1.65,2.17,2.77,2.08,2.14,2.52,1.86,2.31
c_0,9.93,8.64,6.0,26.51,9.01,6.89,3.95,3.57,3.41,1.64,3.02,2.58,2.39,2.89,2.15,1.92
b_0,10.15,9.41,9.13,10.74,15.54,8.72,4.0,4.47,2.53,1.74,1.66,2.79,2.11,2.87,1.86,2.29
f_0,16.57,8.25,9.72,10.1,10.35,11.83,4.64,2.67,3.38,2.89,2.87,1.62,2.52,3.23,2.66,1.58
h_0,13.38,10.87,10.86,10.79,12.12,9.24,7.98,5.04,3.78,3.15,3.48,3.08,4.48,3.08,2.81,2.46
a_0,13.8,13.18,10.88,12.39,19.43,,4.98,5.16,3.69,3.12,2.16,3.1,2.88,1.64,3.19,2.93
e_0,15.8,17.14,13.27,12.55,11.69,9.59,5.48,4.4,4.59,3.69,4.03,2.11,3.06,4.6,1.65,3.49
g_0,14.84,13.25,15.53,15.41,14.99,9.69,3.98,8.56,4.39,3.98,3.94,4.25,2.89,4.28,3.18,5.58
