,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.06,1.42,2.64,2.26,2.47,2.07,0.84,0.81,0.66,0.89,0.63,0.69,0.61,0.52,0.79,0.54
f_1,2.57,1.06,2.19,2.07,1.86,1.67,0.68,0.73,0.65,0.88,0.64,1.03,0.39,0.62,0.57,0.53
c_1,1.89,2.55,1.06,2.98,2.65,1.73,0.93,0.41,0.79,0.85,0.6,0.57,0.53,0.63,0.62,0.52
d_1,2.97,2.44,2.2,1.06,2.37,1.85,0.88,1.26,0.71,0.62,0.73,0.76,0.5,0.65,0.57,0.33
b_1,2.71,3.57,1.72,2.82,1.07,3.46,1.12,0.92,1.11,1.05,1.17,0.68,0.59,0.8,0.71,0.65
a_1,3.65,3.87,4.04,3.95,1.69,1.07,1.3,1.19,1.03,1.38,1.32,0.93,1.02,1.21,0.8,0.9
h_1,6.38,6.96,6.13,5.94,5.93,5.06,1.35,1.88,1.93,2.17,1.68,1.58,1.71,1.4,1.51,1.39
d_0,4.49,7.27,8.77,8.65,7.08,6.15,2.81,1.56,1.71,2.42,2.0,1.97,1.47,1.72,1.7,1.74
c_0,7.57,8.28,11.43,4.77,6.77,5.96,2.7,2.76,1.55,2.76,2.73,1.94,1.61,1.79,1.82,1.61
g_1,7.29,8.21,7.44,7.11,7.33,6.26,2.16,2.37,2.1,1.34,2.33,2.28,1.31,1.8,1.81,2.17
b_0,7.19,8.36,9.95,5.94,14.42,5.93,3.09,2.24,1.33,2.79,1.54,2.12,1.66,2.04,1.77,1.81
f_0,7.45,14.34,9.75,7.29,8.88,7.73,3.12,2.37,2.49,1.94,2.54,1.53,2.05,1.83,2.17,1.36
h_0,8.96,12.33,9.13,9.43,9.39,7.88,5.38,2.98,3.11,4.19,2.73,2.91,2.82,2.4,2.53,2.16
a_0,11.57,11.02,10.1,9.16,11.84,17.32,4.19,3.38,3.31,3.17,2.07,3.11,2.46,1.63,2.17,2.43
e_0,14.02,12.99,11.11,11.36,10.01,10.35,3.97,3.38,3.42,3.64,3.64,2.02,2.55,3.52,1.66,1.98
g_0,12.07,13.56,11.64,11.92,10.71,9.79,3.52,3.5,3.37,5.02,2.94,3.35,2.16,3.02,3.16,2.89
