,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.41,1.27,1.88,1.32,1.53,1.23,2.9,5.16,2.8,3.19,3.24,3.67,4.49,3.65,3.34,4.11
f_1,2.2,2.5,1.46,1.46,1.25,1.38,2.48,3.24,2.44,2.81,3.12,2.32,3.29,2.93,2.28,3.76
c_1,1.31,1.49,2.52,1.48,2.33,1.63,2.94,2.38,2.68,2.03,2.4,3.04,3.75,3.0,3.22,3.87
d_1,1.48,1.55,1.25,2.62,1.42,1.38,2.8,2.36,2.95,4.98,3.77,3.31,4.11,4.04,3.4,3.84
b_1,1.23,1.56,1.3,1.46,2.77,2.63,2.83,2.96,2.92,3.47,2.93,3.23,4.11,2.57,3.37,4.27
a_1,1.79,1.71,1.28,1.62,1.26,3.31,3.38,3.3,3.07,3.21,3.64,3.15,4.29,2.42,3.41,4.33
h_1,1.52,2.13,1.54,1.47,1.53,1.41,4.38,3.25,3.93,2.78,3.14,3.38,3.54,3.59,3.28,4.68
d_0,1.2,1.49,2.69,1.26,1.66,1.39,3.12,4.18,3.15,2.46,3.32,3.46,3.91,3.25,3.82,4.51
g_1,1.44,1.49,1.63,2.1,1.47,1.41,2.47,2.73,4.65,3.43,3.29,4.35,4.19,2.99,4.15,3.56
c_0,1.55,1.73,1.51,1.52,1.17,1.59,3.45,3.79,3.14,4.42,5.62,3.94,4.68,4.22,4.13,4.48
b_0,1.59,1.74,1.9,1.51,1.09,1.27,3.01,3.56,3.42,2.93,4.63,3.66,4.47,5.87,3.99,4.07
f_0,1.24,1.55,1.78,1.78,1.57,1.42,3.2,3.22,3.18,3.15,3.42,4.74,4.71,4.18,5.81,4.16
h_0,1.48,1.99,1.53,1.78,1.3,1.46,2.25,3.34,3.39,3.2,3.24,3.15,3.59,3.3,3.33,5.45
a_0,1.53,1.93,1.76,1.51,1.48,1.25,2.71,3.52,3.02,3.48,3.23,3.31,4.88,5.23,3.7,4.34
e_0,1.23,1.95,1.7,1.65,1.56,1.59,3.46,3.11,2.93,3.03,3.34,2.98,4.63,3.43,5.28,4.34
g_0,1.41,1.5,1.44,2.25,1.45,1.56,2.89,2.97,2.87,3.52,3.48,4.74,3.98,3.24,4.24,3.67
